"KIDSDRIV","PLCYDATE","TRAVTIME","CAR_USE","BLUEBOOK","INITDATE","RETAINED","NPOLICY","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CLM_AMT","CLM_DATE","CLM_FLAG","BIRTH","AGE","AGE.GENDER","HOMEKIDS","YOJ","INCOME","GENDER","MARRIED","PARENT1","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","DENSITY","YEARQTR"
2,1993-08-13,83,"Private","$10620 ",1983-08-16,10,1,"Sedan","no","$0 ",0,"No",3,"$0 ",NA,"No",1963-03-02,"25-40","25-40M",2,11,"$24187 ","M","Yes","No","Clerical","High School","$117768 ",1,"Highly Rural","1993Q3"
0,1995-12-09,25,"Commercial","$9400 ",1991-12-10,4,1,"Pickup","yes","$6136 ",3,"No",5,"$0 ",NA,"No",1952-04-24,"41-60","41-60M",0,12,"$31984 ","M","Yes","No","Blue Collar","<High School","$171859 ",1,"Highly Urban","1995Q4"
0,1995-03-08,21,"Private","$11090 ",1988-02-09,7,3,"Pickup","no","$0 ",0,"No",1,"$0 ",NA,"No",1947-09-19,"41-60","41-60F",0,11,"$95892 ","F","Yes","No","Manager","Bachelors","$274044 ",9,"Urban","1995Q1"
0,1996-11-03,40,"Commercial","$21160 ",1993-11-04,3,1,"Van","yes","$0 ",0,"No",2,"$4191 ",1997-03-11,"Yes",1959-04-17,"25-40","25-40M",0,11,"$49978 ","M","Yes","No","","Masters","$240143 ",15,"Highly Urban","1996Q4"
0,1998-12-17,23,"Private","$15130 ",1998-12-14,1,2,"Sedan","no","$0 ",0,"No",6,"$0 ",NA,"No",1978-07-07,"16-24","16-24M",2,6,"$5411 ","M","Yes","No","Student","<High School","$0 ",1,"Rural","1998Q4"
0,1998-12-23,23,"Commercial","$28600 ",1994-12-15,4,2,"Panel Truck","no","$1337 ",1,"No",6,"$0 ",NA,"No",1978-07-07,"16-24","16-24M",2,6,"$5411 ","M","Yes","No","Student","<High School","$0 ",1,"Rural","1998Q4"
2,1995-01-30,25,"Commercial","$9670 ",1995-01-30,1,1,"SUV","no","$2412 ",2,"No",0,"$3619 ",1995-04-06,"Yes",1954-06-09,"41-60","41-60F",2,10,"$13544 ","F","Yes","No","Student","Bachelors","$0 ",NA,"Highly Urban","1995Q1"
0,1994-05-16,21,"Private","$7870 ",1988-03-31,6,2,"SUV","no","$11070 ",2,"No",2,"$0 ",NA,"No",1949-07-07,"41-60","41-60F",0,7,"$63724 ","F","No","No","Manager","Bachelors","$0 ",7,"Urban","1994Q2"
0,1994-03-30,21,"Private","$7870 ",1987-04-01,7,2,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1949-07-07,"41-60","41-60F",0,7,"$63724 ","F","No","No","Manager","Bachelors","",7,"Urban","1994Q1"
0,1998-11-19,31,"Private","$1500 ",1992-11-20,6,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1940-05-26,"41-60","41-60F",0,14,"$43378 ","F","Yes","No","Blue Collar","<High School","$201957 ",1,"Urban","1998Q4"
0,1999-01-25,43,"Commercial","$30470 ",1989-01-27,10,1,"Panel Truck","yes","$6042 ",3,"No",0,"$0 ",NA,"No",1967-05-12,"25-40","25-40M",2,7,"","M","No","Yes","","PhD","$466804 ",14,"Highly Urban","1999Q1"
0,1998-07-04,5,"Private","$11640 ",1981-07-03,17,2,"SUV","no","$0 ",0,"Yes",0,"$2166 ",1998-10-22,"Yes",1939-09-24,"41-60","41-60F",2,15,"$3005 ","F","No","Yes","Home Maker","High School","$125809 ",1,"Urban","1998Q3"
0,1995-05-11,5,"Private","$22040 ",1985-05-13,10,1,"Pickup","no","$3707 ",2,"No",0,"$0 ",NA,"No",1944-08-16,"41-60","41-60F",0,0,"$0 ","F","Yes","No","Student","High School","$135832 ",1,"Urban","1995Q2"
0,1994-12-03,41,"Private","$18790 ",1988-12-14,6,3,"Sedan","no","$26926 ",2,"Yes",0,"$4172 ",1995-02-10,"Yes",1960-01-26,"25-40","25-40F",2,9,"$133920 ","F","No","Yes","Lawyer","Masters","$0 ",15,"Highly Urban","1994Q4"
0,1994-11-22,41,"Commercial","$18790 ",1990-12-14,4,3,"Pickup","no","$5904 ",1,"No",1,"$0 ",NA,"No",1960-01-26,"25-40","25-40F",2,9,"$133920 ","F","No","Yes","","Masters","$0 ",15,"Highly Urban","1994Q4"
0,1997-05-05,51,"Private","$1500 ",1997-05-05,1,1,"Sports Car","no","$0 ",0,"Yes",1,"$0 ",NA,"No",1970-07-09,"25-40","25-40F",3,16,"$65242 ","F","Yes","No","Clerical","Bachelors","$216583 ",6,"Rural","1997Q2"
0,1996-09-02,5,"Private","$7200 ",1992-09-03,4,1,"Pickup","yes","$0 ",0,"No",0,"$1146 ",1997-04-30,"Yes",1941-11-22,"41-60","41-60M",0,14,"$8212 ","M","Yes","No","Student","<High School","$0 ",NA,"Highly Urban","1996Q3"
1,1996-01-07,29,"Commercial","$32430 ",1996-01-07,1,1,"Panel Truck","yes","$6514 ",4,"No",9,"$60847 ",1996-09-21,"Yes",1963-05-26,"25-40","25-40M",2,12,"$131090 ","M","No","Yes","Blue Collar","Bachelors","$360638 ",9,"Highly Urban","1996Q1"
0,1996-07-27,40,"Private","$10380 ",1992-07-30,4,2,"SUV","no","$0 ",0,"No",2,"$0 ",NA,"No",1954-04-13,"41-60","41-60F",0,15,"$15151 ","F","Yes","No","Clerical","<High School","$119434 ",1,"Highly Urban","1996Q3"
2,1994-11-19,34,"Commercial","$14660 ",1988-11-20,6,1,"SUV","no","$0 ",0,"Yes",1,"$926 ",1994-12-22,"Yes",1959-12-05,"25-40","25-40F",2,15,"$56819 ","F","Yes","No","Blue Collar","Bachelors","$188860 ",10,"Highly Urban","1994Q4"
0,1994-02-11,34,"Private","$14720 ",1994-02-11,1,1,"SUV","no","$0 ",0,"No",3,"$0 ",NA,"No",1969-08-19,"25-40","25-40F",3,12,"$31806 ","F","Yes","No","Home Maker","High School","$140927 ",NA,"Urban","1994Q1"
0,1995-10-05,51,"Commercial","$25900 ",1985-10-07,10,1,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1945-12-19,"41-60","41-60M",1,10,"$74826 ","M","Yes","No","Blue Collar","High School","$237354 ",NA,"Rural","1995Q4"
0,1997-08-21,16,"Private","$11040 ",1990-09-27,7,2,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1954-06-17,"41-60","41-60F",0,10,"$50352 ","F","Yes","No","Home Maker","Bachelors","$201404 ",15,"Highly Urban","1997Q3"
0,1993-10-06,56,"Private","$12960 ",1980-09-29,13,2,"SUV","no","$3116 ",2,"Yes",0,"$2027 ",1994-02-25,"Yes",1950-06-18,"41-60","41-60F",0,11,"$776 ","F","Yes","No","Home Maker","Bachelors","$108249 ",10,"Urban","1993Q4"
1,1997-07-26,38,"Commercial","$9400 ",1991-07-28,6,1,"SUV","no","$5436 ",2,"No",0,"$0 ",NA,"No",1960-01-21,"25-40","25-40F",1,0,"$0 ","F","Yes","No","Student","High School","$0 ",1,"Rural","1997Q3"
0,1994-11-16,36,"Private","$3470 ",1994-11-16,1,1,"Sedan","yes","$0 ",0,"No",2,"$0 ",NA,"No",1943-01-24,"41-60","41-60M",0,13,"$19657 ","M","No","No","Professional","<High School","$0 ",5,"Urban","1994Q4"
1,1998-05-20,9,"Private","$4250 ",1998-05-20,1,1,"SUV","no","$0 ",0,"No",1,"$0 ",NA,"No",1955-11-05,"41-60","41-60F",3,14,"$27508 ","F","No","Yes","Home Maker","Masters","",14,"Rural","1998Q2"
0,1994-05-20,25,"Private","$9590 ",1990-05-21,4,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1954-03-05,"41-60","41-60F",0,13,"$78432 ","F","Yes","No","Manager","Bachelors","$259622 ",1,"Urban","1994Q2"
0,1996-11-18,35,"Private","$21730 ",1996-11-11,1,2,"Van","no","$0 ",0,"No",2,"$0 ",NA,"No",1940-03-30,"41-60","41-60M",0,11,"$186632 ","M","Yes","No","Manager","PhD","$483645 ",13,"Urban","1996Q4"
0,1993-10-06,36,"Private","$22460 ",1990-10-07,3,1,"Sedan","yes","$0 ",0,"No",0,"$0 ",NA,"No",1944-06-20,"41-60","41-60M",0,14,"$98980 ","M","Yes","No","Doctor","PhD","$335018 ",18,"Urban","1993Q4"
0,1997-08-21,14,"Private","$6500 ",1997-08-21,1,1,"SUV","no","$0 ",0,"No",0,"$4805 ",1998-05-26,"Yes",1949-08-21,"41-60","41-60F",0,15,"$41447 ","F","Yes","No","Manager","Bachelors","$148330 ",7,"Urban","1997Q3"
0,1993-10-19,22,"Private","$1500 ",1993-10-19,1,1,"Sedan","no","$4724 ",2,"No",0,"$0 ",NA,"No",1951-07-06,"41-60","41-60M",0,12,"$111783 ","M","No","No","Manager","Bachelors","$0 ",15,"Urban","1993Q4"
1,1998-04-28,6,"Private","$9860 ",1998-04-28,1,1,"Sports Car","no","$0 ",0,"Yes",0,"$2982 ",1998-06-26,"Yes",1954-06-04,"41-60","41-60F",2,NA,"$38563 ","F","No","Yes","Lawyer","Masters","$0 ",11,"Urban","1998Q2"
0,1996-11-08,50,"Private","$1500 ",1996-11-08,1,1,"Sedan","yes","$3850 ",1,"No",1,"$0 ",NA,"No",1949-06-26,"41-60","41-60M",0,11,"$54344 ","M","No","No","Manager","Bachelors","$0 ",10,"Urban","1996Q4"
0,1996-02-27,42,"Private","$14070 ",1986-03-01,10,1,"Sedan","no","$1128 ",1,"No",0,"$0 ",NA,"No",1959-03-27,"25-40","25-40M",2,10,"$31993 ","M","No","Yes","Blue Collar","<High School","$0 ",6,"Highly Urban","1996Q1"
0,1995-03-04,50,"Private","$6980 ",1989-02-07,6,3,"Pickup","no","$0 ",0,"No",1,"$0 ",NA,"No",1959-03-30,"25-40","25-40M",1,13,"$75128 ","M","Yes","No","Clerical","Bachelors","$171886 ",14,"Highly Urban","1995Q1"
0,1995-02-07,50,"Private","$15730 ",1995-02-06,1,3,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1958-03-30,"41-60","41-60M",1,13,"$27377 ","M","Yes","No","Clerical","<High School","",NA,"Rural","1995Q1"
0,1993-11-01,36,"Commercial","$18780 ",1987-11-03,6,1,"Van","yes","$4188 ",2,"No",3,"$2493 ",1994-04-11,"Yes",1952-04-13,"41-60","41-60M",0,13,"$125753 ","M","Yes","No","Manager","Masters","",NA,"Urban","1993Q4"
0,1998-11-14,18,"Private","$9470 ",1992-12-21,6,2,"SUV","yes","$35070 ",2,"Yes",0,"$4447 ",1998-12-26,"Yes",1938-01-24,">60",">60M",0,9,"$59563 ","M","Yes","No","Professional","Bachelors","$233352 ",11,"Highly Urban","1998Q4"
0,1994-12-11,32,"Private","$14110 ",1990-12-22,4,2,"SUV","yes","$3628 ",2,"No",3,"$0 ",NA,"No",1934-01-25,">60",">60M",0,9,"$61059 ","M","Yes","No","Lawyer","Masters","$229924 ",18,"Highly Urban","1994Q4"
2,1999-04-13,50,"Private","$19400 ",1996-04-04,3,3,"SUV","no","$0 ",0,"No",3,"$5146 ",1999-06-28,"Yes",1962-08-16,"25-40","25-40F",2,13,"$141969 ","F","No","Yes","Manager","PhD","$0 ",16,"Urban","1999Q2"
0,1994-05-05,41,"Commercial","$6100 ",1988-05-06,6,1,"SUV","no","$8151 ",2,"No",4,"$0 ",NA,"No",1953-05-07,"41-60","41-60F",0,12,"$128083 ","F","Yes","No","Blue Collar","Bachelors","$342166 ",10,"Urban","1994Q2"
0,1993-08-25,29,"Commercial","$23490 ",1989-08-26,4,1,"Panel Truck","yes","$0 ",0,"No",0,"$0 ",NA,"No",1955-06-11,"41-60","41-60M",0,12,"$124219 ","M","Yes","No","","PhD","$311476 ",23,"Urban","1993Q3"
0,1995-01-28,16,"Commercial","$4800 ",1991-01-29,4,1,"Pickup","no","$0 ",0,"No",5,"$4979 ",1995-06-04,"Yes",1966-01-23,"25-40","25-40M",3,0,"$0 ","M","Yes","No","Student","High School","$64786 ",1,"Urban","1995Q1"
0,1994-11-04,25,"Private","$20670 ",1990-11-05,4,1,"Van","no","$3502 ",3,"No",6,"$0 ",NA,"No",1955-12-23,"41-60","41-60M",0,10,"$69301 ","M","No","No","Clerical","High School","$0 ",7,"Urban","1994Q4"
1,1998-09-02,22,"Private","$16410 ",1998-09-02,1,1,"Sedan","yes","$4403 ",1,"No",0,"$0 ",NA,"No",1956-06-29,"41-60","41-60M",5,17,"$149134 ","M","Yes","No","Professional","Bachelors","$329238 ",6,"Highly Urban","1998Q3"
0,1994-04-07,24,"Commercial","$12970 ",1984-02-24,10,4,"Sedan","yes","$8917 ",1,"Yes",5,"$4289 ",1994-05-26,"Yes",1952-08-29,"41-60","41-60M",0,10,"$57607 ","M","No","No","Blue Collar","<High School","$0 ",1,"Rural","1994Q2"
0,1994-02-11,24,"Commercial","$23780 ",1994-02-21,1,4,"Panel Truck","yes","$7367 ",1,"No",5,"$3930 ",1994-05-21,"Yes",1950-08-30,"41-60","41-60M",0,11,"$65659 ","M","No","No","Blue Collar","Bachelors","$0 ",13,"Highly Urban","1994Q1"
0,1996-02-21,40,"Private","$12880 ",1996-02-21,1,4,"Sedan","no","$763 ",2,"No",5,"$0 ",NA,"No",1950-08-30,"41-60","41-60M",0,11,"$65659 ","M","No","No","Blue Collar","Bachelors","$0 ",13,"Highly Urban","1996Q1"
0,1998-05-19,54,"Private","$12940 ",1998-04-28,1,7,"Sedan","yes","$0 ",0,"No",1,"$0 ",NA,"No",1983-10-18,"16-24","16-24F",1,0,"$0 ","F","No","Yes","Home Maker","<High School","$0 ",7,"Urban","1998Q2"
0,1995-04-26,5,"Private","$13950 ",1989-04-30,6,7,"Sports Car","no","$0 ",0,"No",2,"$0 ",NA,"No",1983-10-18,"16-24","16-24F",1,NA,"$0 ","F","No","Yes","Home Maker","<High School","",7,"Urban","1995Q2"
0,1996-06-06,44,"Private","$19890 ",1990-06-08,6,1,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1966-06-01,"25-40","25-40F",1,NA,"$111718 ","F","Yes","No","Blue Collar","Bachelors","$304908 ",8,"Rural","1996Q2"
0,1993-06-18,46,"Private","$18460 ",1986-06-21,7,2,"Sedan","yes","$1226 ",1,"No",0,"$0 ",NA,"No",1949-05-13,"41-60","41-60M",0,13,"","M","Yes","No","Manager","Bachelors","$130264 ",6,"Urban","1993Q2"
0,1993-08-05,46,"Commercial","$9200 ",1993-06-19,1,2,"Pickup","yes","$0 ",0,"No",0,"$0 ",NA,"No",1949-05-13,"41-60","41-60M",0,13,"","M","Yes","No","Manager","Bachelors","$130264 ",6,"Urban","1993Q3"
1,1995-02-02,34,"Commercial","$5900 ",1985-02-04,10,1,"Pickup","yes","$0 ",0,"No",2,"$4537 ",1995-03-07,"Yes",1955-01-01,"41-60","41-60M",3,16,"$119998 ","M","Yes","No","","PhD","$331683 ",11,"Highly Urban","1995Q1"
0,1998-07-21,33,"Private","$4700 ",1991-07-19,7,3,"Sports Car","no","$8864 ",1,"No",2,"$0 ",NA,"No",1967-02-17,"25-40","25-40F",4,16,"$25749 ","F","Yes","No","Clerical","High School","$128717 ",1,"Highly Urban","1998Q3"
0,1993-06-21,19,"Commercial","$6640 ",1989-06-22,4,1,"Pickup","yes","$0 ",0,"No",2,"$0 ",NA,"No",1951-02-21,"41-60","41-60M",0,10,"$58039 ","M","Yes","No","","Masters","$273348 ",15,"Urban","1993Q2"
0,1997-05-28,29,"Private","$34280 ",1991-06-01,6,2,"Sedan","no","$0 ",0,"No",5,"$0 ",NA,"No",1947-01-08,"41-60","41-60F",0,12,"$64914 ","F","Yes","No","Lawyer","Masters","$236516 ",9,"Urban","1997Q2"
0,1999-02-03,41,"Private","$13990 ",1994-02-01,5,2,"SUV","no","$5531 ",3,"No",0,"$0 ",NA,"No",1953-07-29,"41-60","41-60F",0,11,"$78915 ","F","No","No","Lawyer","Masters","$248764 ",11,"Urban","1999Q1"
0,1994-11-21,38,"Private","$21830 ",1991-02-02,4,2,"Pickup","no","$1116 ",1,"No",4,"$0 ",NA,"No",1949-07-30,"41-60","41-60F",0,11,"$47902 ","F","No","No","Manager","Bachelors","$0 ",7,"Urban","1994Q4"
0,1995-11-02,39,"Private","$14360 ",1995-11-04,1,3,"Sports Car","no","$6900 ",4,"No",4,"$0 ",NA,"No",1946-05-13,"41-60","41-60F",0,10,"$71735 ","F","No","No","Manager","Bachelors","$0 ",6,"Urban","1995Q4"
0,1996-12-23,25,"Private","$7590 ",1992-11-30,4,2,"SUV","no","$0 ",0,"No",4,"$0 ",NA,"No",1962-05-24,"25-40","25-40F",2,14,"","F","No","Yes","Lawyer","Masters","",NA,"Urban","1996Q4"
0,1997-02-12,64,"Private","$3680 ",1991-02-14,6,1,"SUV","no","$18428 ",1,"Yes",5,"$0 ",NA,"No",1973-02-02,"25-40","25-40F",1,7,"$21826 ","F","Yes","No","Clerical","High School","$114769 ",9,"Highly Rural","1997Q1"
0,1995-06-23,51,"Private","$3570 ",1995-06-23,1,1,"SUV","no","$0 ",0,"No",0,"$4961 ",1996-01-27,"Yes",1955-02-15,"41-60","41-60F",2,14,"$20676 ","F","Yes","No","Professional","High School","$148332 ",9,"Highly Urban","1995Q2"
0,1993-07-04,14,"Private","$18910 ",1983-06-30,10,2,"Pickup","no","$32915 ",1,"No",3,"$0 ",NA,"No",1954-03-11,"41-60","41-60F",0,11,"$106015 ","F","Yes","No","Lawyer","Masters","$263348 ",15,"Highly Urban","1993Q3"
2,1997-08-21,34,"Private","$24180 ",1997-08-21,1,1,"SUV","no","$10877 ",1,"No",5,"$2723 ",1998-01-10,"Yes",1958-10-04,"41-60","41-60F",2,15,"$173572 ","F","Yes","No","Lawyer","Masters","$447608 ",25,"Urban","1997Q3"
0,1996-09-04,19,"Commercial","$9800 ",1996-08-22,1,2,"Sedan","yes","$30167 ",3,"Yes",0,"$3780 ",1997-04-28,"Yes",1947-01-23,"41-60","41-60M",0,12,"$72632 ","M","No","No","Blue Collar","Bachelors","$240387 ",11,"Urban","1996Q3"
0,1994-02-05,27,"Commercial","$17020 ",1994-02-05,1,1,"Van","no","$4538 ",2,"No",7,"$3180 ",1994-04-19,"Yes",1953-06-03,"41-60","41-60M",0,11,"$98572 ","M","No","No","Blue Collar","Bachelors","$0 ",10,"Highly Urban","1994Q1"
0,1997-04-17,71,"Private","$7400 ",1997-04-17,1,1,"SUV","no","$2319 ",2,"No",0,"$0 ",NA,"No",1939-12-09,"41-60","41-60F",0,14,"$28100 ","F","Yes","No","Clerical","High School","$116034 ",10,"Highly Rural","1997Q2"
0,1995-10-12,55,"Private","$5800 ",1991-09-18,4,2,"Pickup","yes","$22464 ",2,"Yes",3,"$7505 ",1996-06-30,"Yes",1956-07-16,"41-60","41-60M",0,10,"$72894 ","M","No","No","Blue Collar","<High School","$0 ",4,"Highly Urban","1995Q4"
0,1995-09-12,55,"Private","$13090 ",1989-09-18,6,2,"Sedan","yes","$537 ",2,"No",4,"$0 ",NA,"No",1956-07-16,"41-60","41-60M",0,10,"$72894 ","M","No","No","Blue Collar","<High School","$0 ",4,"Highly Urban","1995Q3"
2,1997-11-05,28,"Private","$15500 ",1991-11-14,6,2,"SUV","no","$5306 ",2,"No",5,"$3726 ",1997-12-28,"Yes",1961-01-05,"25-40","25-40F",2,12,"$102020 ","F","No","Yes","Lawyer","Masters","$0 ",1,"Urban","1997Q4"
2,1998-10-10,23,"Commercial","$19600 ",1998-10-10,1,1,"Sedan","no","$3592 ",3,"No",6,"$0 ",NA,"No",1954-12-14,"41-60","41-60F",2,NA,"$81966 ","F","Yes","No","Blue Collar","Bachelors","$249463 ",8,"Highly Urban","1998Q4"
1,1995-01-06,55,"Commercial","$9700 ",1995-01-06,1,1,"Pickup","no","$0 ",0,"No",0,"$0 ",NA,"No",1957-04-13,"41-60","41-60M",3,7,"$40036 ","M","Yes","No","Blue Collar","High School","$190348 ",7,"Highly Rural","1995Q1"
0,1995-06-06,16,"Private","$17140 ",1985-06-08,10,1,"Sedan","no","$0 ",0,"No",2,"$0 ",NA,"No",1944-08-29,"41-60","41-60F",0,8,"$62781 ","F","Yes","No","Professional","Bachelors","$242381 ",15,"Highly Urban","1995Q2"
0,1997-02-04,84,"Commercial","$32130 ",1988-02-01,9,2,"Pickup","no","$0 ",0,"No",1,"$0 ",NA,"No",1955-01-02,"41-60","41-60F",0,13,"$32713 ","F","Yes","No","Clerical","High School","$166614 ",6,"Urban","1997Q1"
0,1997-09-08,16,"Private","$24930 ",1993-09-23,4,3,"Sedan","no","$0 ",0,"No",3,"$0 ",NA,"No",1957-03-05,"41-60","41-60F",0,10,"$123143 ","F","No","No","Manager","Masters","$306368 ",14,"Urban","1997Q3"
0,1995-10-14,34,"Commercial","$14000 ",1991-10-15,4,1,"Sedan","no","$0 ",0,"No",1,"$4953 ",1996-06-22,"Yes",1960-06-29,"25-40","25-40M",3,16,"$66525 ","M","Yes","No","Blue Collar","High School","$228868 ",9,"Highly Urban","1995Q4"
0,1994-06-17,17,"Private","$6300 ",1988-06-10,6,2,"Sedan","yes","$0 ",0,"No",1,"$0 ",NA,"No",1951-10-19,"41-60","41-60M",0,8,"$27499 ","M","Yes","No","Manager","Bachelors","$118913 ",10,"Urban","1994Q2"
0,1996-04-17,34,"Commercial","$24740 ",1992-04-18,4,1,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1952-10-11,"41-60","41-60F",0,12,"$114748 ","F","Yes","No","Blue Collar","High School","$289437 ",10,"Highly Urban","1996Q2"
0,1995-12-03,22,"Private","$1500 ",1989-12-04,6,1,"Sedan","yes","$0 ",0,"No",4,"$0 ",NA,"No",1947-12-20,"41-60","41-60M",0,14,"$26806 ","M","Yes","No","Clerical","High School","$132117 ",1,"Highly Urban","1995Q4"
0,1995-08-14,17,"Private","$17350 ",1989-08-15,6,1,"SUV","no","$1430 ",2,"No",7,"$3311 ",1995-10-16,"Yes",1974-03-27,"25-40","25-40F",4,0,"$0 ","F","Yes","No","Home Maker","<High School","$86545 ",5,"Urban","1995Q3"
0,1993-10-28,48,"Commercial","$14580 ",1987-12-12,6,2,"SUV","no","$25433 ",3,"Yes",1,"$6027 ",1993-12-15,"Yes",1970-02-26,"25-40","25-40F",1,11,"$101767 ","F","Yes","No","Blue Collar","High School","$284160 ",9,"Highly Urban","1993Q4"
0,1997-02-25,44,"Commercial","$4480 ",1986-02-09,11,3,"Pickup","yes","$0 ",0,"No",0,"$0 ",NA,"No",1970-12-09,"25-40","25-40M",2,NA,"$29802 ","M","Yes","No","Blue Collar","<High School","$149126 ",1,"Urban","1997Q1"
0,1996-01-15,54,"Commercial","$9070 ",1996-01-03,1,2,"Pickup","yes","$0 ",0,"No",1,"$0 ",NA,"No",1951-11-01,"41-60","41-60M",0,12,"$7716 ","M","Yes","No","Student","<High School","$59860 ",NA,"Highly Urban","1996Q1"
0,1998-04-18,18,"Private","$1500 ",1994-05-17,4,2,"Sports Car","no","$0 ",0,"No",1,"$4286 ",1998-09-01,"Yes",1962-12-14,"25-40","25-40F",0,7,"$6018 ","F","No","No","Student","<High School","",7,"Highly Urban","1998Q2"
1,1995-03-31,17,"Private","$14750 ",1986-02-25,9,3,"Sedan","no","$0 ",0,"No",3,"$0 ",NA,"No",1958-10-09,"41-60","41-60F",2,NA,"$122572 ","F","Yes","No","Manager","Masters","$315539 ",13,"Urban","1995Q1"
1,1999-03-19,43,"Private","$28890 ",1989-02-24,10,3,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1956-10-09,"41-60","41-60F",2,15,"$89534 ","F","Yes","No","Manager","Masters","$243221 ",13,"Urban","1999Q1"
0,1995-03-27,57,"Commercial","$16500 ",1991-03-24,4,2,"Van","no","$0 ",0,"No",0,"$0 ",NA,"No",1956-10-04,"41-60","41-60M",0,7,"$50491 ","M","Yes","No","","Masters","$240774 ",10,"Highly Urban","1995Q1"
0,1995-04-04,57,"Private","$3930 ",1995-03-23,1,2,"Sedan","no","$1156 ",1,"No",4,"$6730 ",1995-10-01,"Yes",1956-10-04,"41-60","41-60M",0,7,"$50491 ","M","Yes","No","","Masters","$240774 ",10,"Highly Urban","1995Q2"
1,1996-12-12,57,"Commercial","$9260 ",1996-12-24,1,2,"SUV","no","$5458 ",1,"No",8,"$5728 ",1997-05-02,"Yes",1951-05-12,"41-60","41-60M",0,12,"$228376 ","M","Yes","No","","PhD","$586096 ",17,"Highly Urban","1996Q4"
0,1994-11-08,21,"Commercial","$21930 ",1994-11-27,1,4,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1951-09-26,"41-60","41-60F",0,9,"$2229 ","F","No","No","Student","<High School","$0 ",1,"Urban","1994Q4"
0,1997-12-04,47,"Commercial","$7580 ",1997-11-26,1,4,"Sports Car","no","$0 ",0,"No",0,"$0 ",NA,"No",1949-09-26,"41-60","41-60F",0,0,"$0 ","F","No","No","Student","High School","$0 ",1,"Highly Rural","1997Q4"
0,1996-11-18,47,"Private","$6520 ",1996-11-26,1,4,"SUV","no","$0 ",0,"Yes",2,"$0 ",NA,"No",1949-09-26,"41-60","41-60F",0,0,"$0 ","F","No","No","Student","High School","$0 ",1,"Highly Rural","1996Q4"
3,1997-03-01,47,"Commercial","$5800 ",1997-01-12,1,4,"Pickup","yes","$0 ",0,"No",1,"$3702 ",1997-05-29,"Yes",1957-01-02,"41-60","41-60M",3,0,"$0 ","M","Yes","No","Student","High School","$0 ",11,"Highly Urban","1997Q1"
3,1996-11-18,47,"Private","$5800 ",1994-01-13,3,4,"Pickup","yes","$5820 ",3,"No",6,"$991 ",1997-08-29,"Yes",1956-01-03,"41-60","41-60M",3,0,"$0 ","M","Yes","No","Student","High School","$0 ",1,"Highly Urban","1996Q4"
3,1998-01-23,28,"Private","$5700 ",1998-01-12,1,4,"Pickup","no","$0 ",0,"No",3,"$5126 ",1998-03-14,"Yes",1956-01-03,"41-60","41-60M",3,0,"$0 ","M","Yes","No","Student","High School","$0 ",1,"Highly Urban","1998Q1"
0,1994-06-11,38,"Private","$9220 ",1988-06-12,6,1,"Pickup","yes","$7575 ",2,"No",3,"$0 ",NA,"No",1965-04-12,"25-40","25-40M",2,0,"$0 ","M","No","Yes","Student","<High School","$0 ",5,"Urban","1994Q2"
0,1997-06-06,29,"Commercial","$10980 ",1997-06-06,1,1,"Pickup","yes","$0 ",0,"No",0,"$3865 ",1997-08-24,"Yes",1957-06-04,"41-60","41-60M",0,12,"$52792 ","M","Yes","No","Blue Collar","High School","$213473 ",8,"Highly Urban","1997Q2"
1,1995-03-21,24,"Commercial","$20250 ",1992-05-13,3,2,"Van","no","$5040 ",1,"No",0,"$0 ",NA,"No",1960-12-21,"25-40","25-40M",1,12,"$149453 ","M","Yes","No","Professional","Bachelors","$390144 ",6,"Highly Urban","1995Q1"
1,1995-04-25,24,"Private","$23120 ",1989-05-14,6,2,"Sedan","no","$0 ",0,"No",1,"$7765 ",1995-05-25,"Yes",1960-12-21,"25-40","25-40M",1,12,"$149453 ","M","Yes","No","Professional","Bachelors","$390144 ",6,"Highly Urban","1995Q2"
0,1994-08-30,27,"Private","$4500 ",1987-08-30,7,2,"Pickup","no","$5575 ",2,"No",2,"$835 ",1995-06-09,"Yes",1971-01-19,"25-40","25-40M",0,9,"$13410 ","M","Yes","No","Student","High School","$0 ",10,"Urban","1994Q3"
0,1998-04-22,33,"Private","$7240 ",1992-04-23,6,1,"SUV","no","$20134 ",2,"Yes",3,"$0 ",NA,"No",1959-03-03,"25-40","25-40F",3,9,"$17372 ","F","Yes","No","Clerical","High School","$107484 ",1,"Highly Urban","1998Q2"
