"KIDSDRIV","TRAVTIME","CAR_USE","BLUEBOOK","RETAINED","NPOLICY","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CLM_AMT","CLM_FLAG","AGE","AGE.GENDER","HOMEKIDS","YOJ","INCOME","GENDER","MARRIED","PARENT1","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","DENSITY","AGE_YEARS","AGE_CAR"
0,43,"Private",11210,4,1,"SUV","no",4233,2,"No",4,0,"No","25-40","25-40F",0,8,60121,"F","No","No","Doctor","PhD",151782,11,"Urban",34,4
0,54,"Private",11750,4,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,10,39934,"F","Yes","No","Clerical","High School",178681,8,"Rural",49,4
0,18,"Private",7800,1,1,"Sports Car","no",14357,3,"No",5,0,"No",">60",">60F",0,14,51046,"F","Yes","No","Doctor","PhD",192050,1,"Urban",57,0
0,76,"Commercial",27660,6,2,"Panel Truck","no",0,0,"No",2,4246,"Yes","41-60","41-60M",0,13,96057,"M","Yes","No","Professional","Bachelors",245655,9,"Highly Urban",47,6
0,11,"Private",19760,1,1,"Van","yes",6024,1,"No",5,0,"No","41-60","41-60M",0,13,43900,"M","Yes","No","Clerical","High School",184254,8,"Highly Urban",40,0
0,43,"Private",12450,15,2,"SUV","no",0,0,"No",1,5101,"Yes","41-60","41-60F",0,10,0,"F","No","No","Home Maker","Bachelors",78794,11,"Highly Urban",36,15
0,29,"Private",20480,6,2,"SUV","no",0,0,"No",0,0,"No",">60",">60M",0,0,0,"M","No","No","Student","High School",0,9,"Rural",59,6
0,12,"Commercial",25810,6,1,"Panel Truck","no",1431,2,"No",5,0,"No","41-60","41-60M",0,7,92842,"M","No","No","","Masters",286113,15,"Highly Urban",38,6
0,64,"Commercial",12170,1,1,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,10,58716,"M","No","No","Blue Collar","Bachelors",0,11,"Highly Rural",45,0
0,30,"Commercial",26330,4,2,"Pickup","no",0,0,"No",1,0,"No","25-40","25-40F",0,8,59603,"F","No","No","","Masters",0,17,"Urban",38,4
0,59,"Commercial",12710,1,1,"SUV","no",5468,2,"No",3,0,"No","41-60","41-60F",0,11,65136,"F","Yes","No","Blue Collar","Bachelors",218705,15,"Urban",47,0
0,10,"Private",6000,11,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,13,69852,"F","Yes","No","Professional","Bachelors",214714,8,"Highly Urban",41,11
0,5,"Private",11270,7,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,12,49711,"F","No","No","Professional","High School",0,7,"Highly Urban",47,7
0,39,"Private",24890,1,1,"Sedan","no",0,0,"No",0,0,"No","41-60","41-60F",0,8,144467,"F","No","No","Manager","Masters",0,19,"Urban",44,0
0,53,"Commercial",7940,1,1,"Pickup","yes",2939,2,"No",4,2410,"Yes","41-60","41-60M",0,11,284071,"M","Yes","No","","PhD",154602,15,"Highly Urban",45,0
0,29,"Commercial",10730,4,1,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,11,50282,"M","Yes","No","Blue Collar","High School",232945,7,"Rural",43,4
0,50,"Private",11680,1,2,"Sedan","no",0,0,"No",0,0,"No","41-60","41-60M",0,12,42156,"M","No","No","Clerical","<High School",0,8,"Highly Rural",45,0
0,50,"Commercial",31520,1,2,"Panel Truck","no",0,0,"Yes",2,0,"No","41-60","41-60M",0,12,42156,"M","No","No","Clerical","<High School",154602,8,"Highly Rural",45,0
0,49,"Private",2880,4,1,"Sports Car","no",0,0,"No",1,0,"No","41-60","41-60F",0,2,13753,"F","No","No","Home Maker","<High School",0,8,"Highly Rural",52,4
0,40,"Commercial",21360,6,2,"Van","no",0,0,"No",2,0,"No","41-60","41-60M",0,12,61610,"M","No","No","Professional","Masters",0,20,"Urban",46,6
0,29,"Private",8650,4,1,"SUV","no",5240,4,"No",0,0,"No","41-60","41-60F",0,0,0,"F","Yes","No","Home Maker","Bachelors",111793,12,"Urban",55,4
0,49,"Commercial",6900,14,3,"SUV","no",0,0,"No",0,2664,"Yes","41-60","41-60F",0,0,0,"F","Yes","No","Student","Bachelors",0,13,"Rural",52,14
0,67,"Private",19590,10,1,"Sedan","yes",0,0,"No",2,0,"No","41-60","41-60M",0,7,109183,"M","Yes","No","Lawyer","Masters",329560,9,"Highly Urban",45,10
0,12,"Private",1500,6,1,"SUV","no",0,0,"No",0,3894,"Yes","25-40","25-40F",0,12,32936,"F","No","No","Clerical","High School",169721,7,"Urban",34,6
0,21,"Private",14760,4,1,"Sedan","yes",0,0,"No",4,0,"No","41-60","41-60M",0,10,132560,"M","No","No","Lawyer","Masters",319774,11,"Urban",45,4
0,31,"Private",20820,11,2,"Sedan","yes",6987,2,"No",4,0,"No","41-60","41-60M",0,12,84096,"M","No","No","Lawyer","Masters",0,16,"Highly Urban",53,11
0,24,"Commercial",38200,1,2,"Panel Truck","no",1657,2,"No",4,3982,"Yes","41-60","41-60M",0,12,164848,"M","No","No","","Masters",0,12,"Highly Urban",52,0
1,41,"Private",15010,4,2,"Sedan","yes",6063,3,"No",4,0,"No","41-60","41-60M",2,14,32974,"M","Yes","No","Clerical","High School",166796,1,"Urban",57,4
0,15,"Private",8060,1,1,"Pickup","yes",0,0,"No",2,46858,"Yes","41-60","41-60M",0,13,22623,"M","Yes","No","Professional","High School",184773,1,"Urban",43,0
0,36,"Commercial",22520,20,1,"Van","no",3753,1,"No",2,0,"No","25-40","25-40M",1,4,75587,"M","No","Yes","Blue Collar","Bachelors",0,6,"Highly Urban",32,20
0,24,"Private",15580,13,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,8,66702,"F","Yes","No","Lawyer","Masters",221009,21,"Rural",43,13
2,12,"Private",17450,1,1,"SUV","no",0,0,"Yes",0,5470,"Yes","41-60","41-60F",3,14,4910,"F","Yes","No","Student","<High School",0,1,"Highly Urban",39,0
0,27,"Private",16600,1,1,"SUV","no",6089,2,"Yes",0,3492,"Yes","41-60","41-60F",0,11,3865,"F","No","No","Home Maker","<High School",0,1,"Highly Urban",54,0
0,47,"Private",8240,10,1,"SUV","no",0,0,"No",3,0,"No","25-40","25-40F",0,5,27433,"F","No","No","Lawyer","Masters",0,14,"Urban",37,10
0,35,"Private",13130,1,1,"SUV","no",3622,3,"No",4,6158,"Yes","41-60","41-60F",2,15,49849,"F","No","Yes","Lawyer","Masters",0,20,"Highly Urban",42,0
0,41,"Private",6090,6,1,"Pickup","yes",2312,3,"No",1,1743,"Yes","25-40","25-40M",2,15,39322,"M","Yes","No","Clerical","High School",154602,7,"Highly Urban",34,6
0,27,"Private",17240,3,1,"Sedan","yes",0,0,"Yes",0,0,"No","25-40","25-40M",0,7,99207,"M","Yes","No","Professional","Bachelors",303759,16,"Urban",38,3
0,39,"Commercial",8170,4,1,"Pickup","yes",0,0,"No",1,0,"No","41-60","41-60M",0,11,25699,"M","Yes","No","Student","High School",0,1,"Highly Rural",39,4
1,17,"Commercial",10220,1,2,"SUV","no",6121,2,"No",0,3116,"Yes","25-40","25-40F",2,11,43680,"F","Yes","No","Blue Collar","High School",164455,6,"Highly Urban",34,0
1,5,"Private",26210,10,2,"Sports Car","no",0,0,"No",0,0,"No","25-40","25-40F",2,11,19785,"F","Yes","No","Blue Collar","<High School",95240,8,"Highly Urban",35,10
2,30,"Commercial",22810,1,1,"Pickup","no",0,0,"Yes",0,5996,"Yes","25-40","25-40F",3,0,0,"F","No","Yes","Home Maker","PhD",0,19,"Urban",34,0
0,23,"Private",23370,4,4,"Pickup","no",0,0,"No",3,0,"No","41-60","41-60F",0,14,66955,"F","No","No","Professional","Bachelors",241544,10,"Urban",52,4
0,48,"Private",10540,4,4,"SUV","no",0,0,"No",2,0,"No","41-60","41-60F",0,14,66955,"F","No","No","Professional","Bachelors",241544,10,"Urban",51,4
3,44,"Commercial",3920,1,1,"Sports Car","no",0,0,"No",2,0,"No","41-60","41-60F",3,12,24197,"F","No","Yes","Blue Collar","High School",0,7,"Rural",40,0
0,40,"Private",14870,1,3,"SUV","no",0,0,"No",2,19597,"Yes","41-60","41-60F",0,12,131560,"F","No","No","Doctor","PhD",154602,14,"Urban",54,0
0,43,"Private",5630,7,1,"Pickup","no",0,0,"No",0,0,"No","41-60","41-60M",0,0,0,"M","Yes","No","Student","Bachelors",0,10,"Highly Rural",55,7
1,44,"Private",8640,4,1,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",1,13,71402,"F","Yes","No","Lawyer","Masters",238349,1,"Rural",35,4
0,21,"Private",20920,1,3,"Sedan","no",0,0,"No",0,0,"No","41-60","41-60F",0,15,98323,"F","Yes","No","Manager","Bachelors",334600,11,"Urban",52,0
0,21,"Private",11330,7,3,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,15,98323,"F","Yes","No","Manager","Bachelors",334600,11,"Urban",52,7
1,58,"Private",13710,4,1,"Sedan","yes",0,0,"No",0,0,"No","25-40","25-40M",2,10,61610,"M","Yes","No","Clerical","Bachelors",115256,1,"Rural",39,4
0,80,"Commercial",13830,4,1,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",3,10,730,"F","Yes","No","Home Maker","Bachelors",98248,9,"Highly Rural",33,4
0,16,"Private",13660,6,1,"Sedan","no",0,0,"No",2,0,"No","41-60","41-60F",0,12,82599,"F","No","No","Lawyer","Masters",0,26,"Urban",48,6
0,37,"Private",12110,9,1,"SUV","no",0,0,"No",2,0,"No","41-60","41-60F",0,12,52516,"F","Yes","No","Professional","Bachelors",208181,6,"Highly Urban",48,9
0,38,"Commercial",15270,1,2,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,15,91685,"F","Yes","No","Blue Collar","Bachelors",287159,5,"Highly Urban",45,0
1,30,"Commercial",15930,1,2,"Sedan","no",0,0,"No",0,0,"No","41-60","41-60M",2,14,53358,"M","No","Yes","Blue Collar","High School",194664,6,"Urban",37,0
0,34,"Commercial",24220,4,1,"Panel Truck","no",0,0,"No",3,0,"No","25-40","25-40M",0,7,95405,"M","No","No","","Masters",0,14,"Highly Urban",36,4
0,53,"Commercial",5200,11,4,"SUV","no",0,0,"No",4,0,"No","25-40","25-40F",0,0,0,"F","No","No","Student","High School",0,7,"Highly Urban",35,11
0,39,"Commercial",5560,6,4,"SUV","no",0,0,"Yes",0,2080,"Yes","25-40","25-40F",0,9,12216,"F","No","No","Student","High School",0,1,"Highly Urban",36,6
0,53,"Commercial",5200,7,4,"Sports Car","no",0,0,"No",2,2703,"Yes","25-40","25-40F",0,9,12216,"F","No","No","Student","High School",0,1,"Highly Urban",36,7
0,67,"Private",12820,4,3,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",3,14,26627,"F","Yes","No","Clerical","<High School",130959,1,"Rural",43,4
0,65,"Commercial",23450,7,1,"Panel Truck","yes",20060,1,"Yes",2,3668,"Yes","25-40","25-40M",5,16,28395,"M","Yes","No","Clerical","High School",137268,1,"Highly Urban",30,7
0,44,"Commercial",23320,1,1,"Panel Truck","no",3939,3,"No",0,4878,"Yes","25-40","25-40M",4,13,16436,"M","Yes","No","Blue Collar","<High School",127447,3,"Highly Urban",33,0
0,53,"Private",9680,1,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,7,16976,"F","Yes","No","Home Maker","High School",165890,1,"Urban",43,0
0,32,"Private",12990,6,4,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",1,17,5306,"F","Yes","No","Student","High School",0,1,"Urban",41,6
0,32,"Private",6530,4,4,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",1,17,61610,"F","Yes","No","Student","High School",0,1,"Urban",41,4
0,22,"Commercial",18660,4,1,"Van","yes",0,0,"No",0,0,"No","41-60","41-60M",0,12,97336,"M","No","No","Professional","Bachelors",0,10,"Urban",48,4
0,12,"Commercial",30350,8,2,"Panel Truck","yes",0,0,"No",1,0,"No","41-60","41-60M",0,13,79941,"M","Yes","No","","Masters",215831,8,"Urban",48,8
0,24,"Private",5820,1,1,"SUV","no",0,0,"No",1,0,"No","41-60","41-60F",0,12,24840,"F","Yes","No","Home Maker","High School",158850,8,"Rural",44,0
1,22,"Private",6110,13,1,"Sedan","yes",0,0,"No",2,0,"No","25-40","25-40M",2,14,8117,"M","Yes","No","Clerical","<High School",99799,7,"Rural",33,13
0,40,"Private",37360,1,1,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,15,124833,"M","Yes","No","Lawyer","Masters",400395,19,"Highly Urban",51,0
0,21,"Commercial",6410,6,1,"Pickup","yes",783,3,"No",1,0,"No","25-40","25-40M",0,10,44681,"M","Yes","No","Clerical","Bachelors",174091,12,"Highly Urban",34,6
1,55,"Commercial",9830,6,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",2,11,61610,"F","No","Yes","Blue Collar","Bachelors",0,9,"Rural",39,6
0,59,"Private",10940,1,3,"Pickup","yes",0,0,"No",0,0,"No","41-60","41-60M",0,9,39837,"M","Yes","No","Clerical","<High School",147765,1,"Highly Urban",45,0
0,32,"Commercial",35510,1,3,"Panel Truck","no",0,0,"No",0,0,"No","41-60","41-60M",0,10,45366,"M","Yes","No","Clerical","High School",237044,10,"Rural",49,0
0,50,"Private",26520,1,1,"Sports Car","no",3431,1,"No",1,3969,"Yes","41-60","41-60F",0,16,13637,"F","Yes","No","Home Maker","Masters",126549,16,"Highly Urban",45,0
0,43,"Private",7080,4,3,"Sports Car","no",0,0,"No",0,3829,"Yes","25-40","25-40F",3,8,61610,"F","No","Yes","Clerical","Bachelors",193566,11,"Highly Urban",29,4
0,43,"Private",9620,1,3,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",3,8,31530,"F","No","Yes","Clerical","High School",0,1,"Rural",30,0
0,31,"Commercial",18390,11,2,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,6,48509,"F","Yes","No","Blue Collar","High School",210146,8,"Urban",54,11
0,31,"Commercial",6400,13,2,"SUV","no",9009,2,"No",1,0,"No","41-60","41-60F",0,6,48509,"F","Yes","No","Blue Collar","High School",210146,8,"Urban",54,13
0,18,"Commercial",8810,16,1,"Sports Car","no",4852,1,"No",5,0,"No","41-60","41-60F",0,12,25094,"F","No","No","Blue Collar","High School",0,1,"Urban",45,16
0,38,"Private",18820,1,2,"SUV","no",0,0,"No",2,6387,"Yes","25-40","25-40F",0,7,23553,"F","No","No","Clerical","<High School",0,8,"Highly Urban",25,0
0,27,"Private",14880,10,1,"SUV","no",0,0,"Yes",1,0,"No","41-60","41-60F",0,13,61610,"F","Yes","No","Professional","Bachelors",185521,6,"Highly Urban",48,10
0,28,"Private",15200,4,1,"SUV","no",1310,3,"No",5,0,"No","25-40","25-40F",0,11,72901,"F","No","No","Professional","Bachelors",243300,4,"Urban",34,4
0,55,"Commercial",17330,5,1,"Sedan","yes",0,0,"No",2,0,"No","41-60","41-60M",0,13,87420,"M","Yes","No","Blue Collar","Bachelors",244089,5,"Urban",44,5
0,30,"Private",28930,7,1,"Sports Car","no",2568,2,"No",0,0,"No","41-60","41-60F",2,13,118052,"F","No","Yes","Lawyer","Masters",0,14,"Urban",40,7
0,38,"Commercial",11450,6,1,"Pickup","no",0,0,"No",0,0,"No","41-60","41-60M",0,10,70210,"M","Yes","No","Manager","High School",250072,8,"Urban",44,6
0,32,"Private",19100,6,1,"Sedan","no",0,0,"Yes",5,0,"No","25-40","25-40F",0,13,84506,"F","Yes","No","Lawyer","Masters",251400,15,"Urban",40,6
0,52,"Private",8820,1,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,14,61610,"F","No","No","Clerical","<High School",0,1,"Rural",46,0
0,43,"Private",11530,6,1,"Sports Car","no",6602,2,"No",10,0,"No","41-60","41-60F",3,0,0,"F","Yes","No","Home Maker","High School",79582,1,"Urban",41,6
0,6,"Commercial",8770,1,3,"Sedan","no",0,0,"Yes",4,5499,"Yes","41-60","41-60M",0,11,28808,"M","No","No","Student","High School",0,8,"Highly Urban",47,0
0,40,"Commercial",11840,1,3,"Pickup","yes",1092,1,"No",2,2440,"Yes","41-60","41-60M",0,11,28808,"M","No","No","Student","High School",0,8,"Highly Urban",46,0
0,43,"Private",6800,1,1,"SUV","no",0,0,"No",2,0,"No","41-60","41-60F",0,17,61610,"F","Yes","No","Manager","PhD",344629,16,"Urban",47,0
0,26,"Private",6350,9,1,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",2,11,4087,"F","No","Yes","Student","<High School",0,1,"Urban",27,9
2,53,"Private",10580,7,1,"SUV","no",8829,2,"No",4,3858,"Yes","41-60","41-60F",3,10,11233,"F","Yes","No","Home Maker","Bachelors",140788,18,"Highly Urban",41,7
0,8,"Private",14660,6,3,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",1,17,45298,"M","Yes","No","Manager","Masters",137041,16,"Urban",41,6
1,34,"Private",14650,3,1,"Sedan","yes",0,0,"No",0,2037,"Yes","41-60","41-60M",2,10,29080,"M","Yes","No","Clerical","<High School",143650,1,"Highly Urban",53,3
0,28,"Private",13020,3,2,"SUV","no",6689,1,"No",5,0,"No","41-60","41-60F",2,11,79185,"F","Yes","No","Professional","Bachelors",243880,1,"Highly Urban",36,3
0,10,"Private",20310,1,2,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,9,65529,"M","No","No","Manager","Bachelors",154602,9,"Urban",50,0
0,10,"Private",14530,4,2,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,9,65529,"M","No","No","Manager","Bachelors",154602,9,"Urban",51,4
0,51,"Private",1770,1,1,"Sedan","no",0,0,"No",0,7534,"Yes","25-40","25-40M",0,9,2726,"M","Yes","No","Student","<High School",0,1,"Urban",33,0
0,29,"Private",4110,6,3,"SUV","no",0,0,"Yes",0,0,"No","25-40","25-40F",2,14,14835,"F","Yes","No","Home Maker","Bachelors",133338,7,"Highly Urban",32,6
0,60,"Commercial",13770,4,1,"SUV","no",0,0,"No",2,0,"No","41-60","41-60F",0,7,76666,"F","Yes","No","Blue Collar","Bachelors",248160,1,"Rural",41,4
0,20,"Private",7960,1,1,"SUV","no",0,0,"No",2,0,"No","41-60","41-60F",0,13,9619,"F","Yes","No","Doctor","PhD",126015,15,"Urban",52,0
0,32,"Private",29200,1,2,"Pickup","no",21805,1,"Yes",2,0,"No","25-40","25-40F",1,11,56405,"F","Yes","No","Manager","High School",137034,5,"Urban",32,0
0,22,"Private",15940,1,1,"SUV","no",0,0,"No",1,0,"No","41-60","41-60F",1,13,64124,"F","Yes","No","Clerical","High School",154602,1,"Rural",38,0
0,7,"Private",15920,1,3,"Sedan","no",0,0,"No",1,0,"No","41-60","41-60M",0,10,61610,"M","Yes","No","Lawyer","Masters",288592,15,"Highly Urban",45,0
0,7,"Private",6100,11,3,"Pickup","no",0,0,"No",0,0,"No","41-60","41-60M",0,10,61610,"M","Yes","No","Lawyer","Masters",288592,15,"Highly Urban",45,11
0,7,"Private",14470,10,3,"Sedan","no",0,0,"Yes",3,0,"No","41-60","41-60M",0,10,61610,"M","Yes","No","Lawyer","Masters",288592,15,"Highly Urban",45,10
2,50,"Private",11270,1,1,"Sedan","yes",0,0,"No",3,2471,"Yes","25-40","25-40M",2,5,61610,"M","Yes","No","Clerical","Bachelors",235987,1,"Highly Urban",33,0
0,17,"Private",14690,13,1,"SUV","no",0,0,"Yes",0,0,"No","41-60","41-60F",0,14,70371,"F","Yes","No","Professional","Bachelors",247936,14,"Highly Urban",51,13
0,18,"Commercial",30670,6,1,"Panel Truck","yes",0,0,"Yes",0,0,"No","41-60","41-60M",0,14,212572,"M","Yes","No","","Masters",525908,18,"Urban",44,6
0,31,"Commercial",6300,1,2,"Pickup","no",0,0,"Yes",0,2702,"Yes","41-60","41-60M",0,12,144922,"M","No","No","","Masters",0,20,"Highly Urban",47,0
0,31,"Commercial",33290,4,2,"Panel Truck","no",0,0,"Yes",0,2097,"Yes","41-60","41-60M",0,10,144922,"M","No","No","","Masters",0,20,"Highly Urban",47,4
2,25,"Private",18080,1,1,"SUV","no",0,0,"Yes",0,0,"No","41-60","41-60F",2,7,134729,"F","No","Yes","Manager","PhD",343128,13,"Urban",40,0
0,10,"Commercial",27960,6,1,"Panel Truck","yes",2706,3,"No",7,0,"No","25-40","25-40M",2,11,21460,"M","No","Yes","Student","Bachelors",0,1,"Urban",28,6
0,45,"Commercial",9470,4,1,"Pickup","no",0,0,"No",3,6761,"Yes","41-60","41-60M",0,12,13349,"M","Yes","No","Clerical","<High School",140323,6,"Highly Urban",40,4
0,19,"Private",7070,9,1,"Pickup","no",0,0,"No",1,0,"No","25-40","25-40M",1,12,18651,"M","No","Yes","Clerical","High School",93886,1,"Rural",31,9
0,65,"Commercial",6980,11,2,"Pickup","yes",0,0,"Yes",0,0,"No","41-60","41-60M",0,11,35574,"M","No","No","","Masters",0,15,"Highly Urban",41,11
0,19,"Private",5060,10,2,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,11,54795,"M","No","No","Lawyer","Masters",0,19,"Urban",43,10
0,57,"Private",15140,9,3,"Sedan","yes",0,0,"No",2,0,"No","41-60","41-60M",0,7,94082,"M","Yes","No","Manager","Bachelors",255867,9,"Urban",48,9
0,9,"Private",14270,1,3,"Sedan","no",0,0,"No",0,0,"No","41-60","41-60M",0,7,101307,"M","Yes","No","Manager","Bachelors",287314,12,"Urban",49,0
0,29,"Commercial",24480,14,4,"Panel Truck","yes",0,0,"No",1,0,"No","25-40","25-40M",0,14,93077,"M","Yes","No","Professional","Bachelors",244764,1,"Rural",37,14
0,29,"Private",14710,1,4,"Sedan","yes",0,0,"No",0,0,"No","25-40","25-40M",0,14,93077,"M","Yes","No","Professional","Bachelors",244764,1,"Rural",36,0
0,29,"Private",14710,1,4,"Sedan","yes",0,0,"No",0,0,"No","25-40","25-40M",0,14,93077,"M","Yes","No","Professional","Bachelors",244764,1,"Rural",37,0
1,35,"Commercial",5560,1,1,"Sports Car","no",2949,2,"No",3,8289,"Yes","25-40","25-40F",2,7,66367,"F","Yes","No","Blue Collar","High School",154602,1,"Highly Urban",36,0
1,41,"Private",5600,1,1,"SUV","no",37404,2,"No",0,3388,"Yes","41-60","41-60F",1,11,63989,"F","Yes","No","Manager","Bachelors",212477,11,"Urban",38,0
0,52,"Private",22370,10,2,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,14,87752,"M","Yes","No","Doctor","PhD",238137,16,"Urban",41,10
0,32,"Commercial",5570,13,1,"Sports Car","no",0,0,"No",3,6835,"Yes","41-60","41-60F",0,10,40683,"F","Yes","No","Blue Collar","High School",163194,9,"Highly Urban",50,13
0,15,"Commercial",20870,9,1,"Van","yes",0,0,"No",1,0,"No","41-60","41-60M",0,7,71208,"M","Yes","No","Manager","Bachelors",285153,14,"Urban",49,9
0,27,"Private",5990,7,1,"Sports Car","no",0,0,"No",0,1431,"Yes","41-60","41-60F",0,0,0,"F","No","No","Home Maker","High School",0,1,"Urban",43,7
0,9,"Commercial",12330,1,2,"Sedan","yes",0,0,"No",1,0,"No","41-60","41-60M",0,15,95637,"M","Yes","No","Blue Collar","High School",277837,1,"Urban",47,0
0,30,"Commercial",23490,10,2,"Panel Truck","yes",3181,1,"No",0,0,"No","41-60","41-60M",0,15,121746,"M","Yes","No","Blue Collar","Bachelors",154602,9,"Urban",49,10
2,83,"Private",10620,10,1,"Sedan","no",0,0,"No",3,0,"No","25-40","25-40M",2,11,24187,"M","Yes","No","Clerical","High School",117768,1,"Highly Rural",31,10
0,25,"Commercial",9400,4,1,"Pickup","yes",6136,3,"No",5,0,"No","41-60","41-60M",0,12,31984,"M","Yes","No","Blue Collar","<High School",171859,1,"Highly Urban",44,4
0,21,"Private",11090,7,3,"Pickup","no",0,0,"No",1,0,"No","41-60","41-60F",0,11,95892,"F","Yes","No","Manager","Bachelors",274044,9,"Urban",48,7
0,40,"Commercial",21160,3,1,"Van","yes",0,0,"No",2,4191,"Yes","25-40","25-40M",0,11,49978,"M","Yes","No","","Masters",240143,15,"Highly Urban",38,3
0,23,"Private",15130,1,2,"Sedan","no",0,0,"No",6,0,"No","16-24","16-24M",2,6,5411,"M","Yes","No","Student","<High School",0,1,"Rural",21,0
0,23,"Commercial",28600,4,2,"Panel Truck","no",1337,1,"No",6,0,"No","16-24","16-24M",2,6,5411,"M","Yes","No","Student","<High School",0,1,"Rural",21,4
2,25,"Commercial",9670,1,1,"SUV","no",2412,2,"No",0,3619,"Yes","41-60","41-60F",2,10,13544,"F","Yes","No","Student","Bachelors",0,8,"Highly Urban",41,0
0,21,"Private",7870,6,2,"SUV","no",11070,2,"No",2,0,"No","41-60","41-60F",0,7,63724,"F","No","No","Manager","Bachelors",0,7,"Urban",45,6
0,21,"Private",7870,7,2,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,7,63724,"F","No","No","Manager","Bachelors",154602,7,"Urban",45,7
0,31,"Private",1500,6,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,14,43378,"F","Yes","No","Blue Collar","<High School",201957,1,"Urban",59,6
0,43,"Commercial",30470,10,1,"Panel Truck","yes",6042,3,"No",0,0,"No","25-40","25-40M",2,7,61610,"M","No","Yes","","PhD",466804,14,"Highly Urban",32,10
0,5,"Private",11640,17,2,"SUV","no",0,0,"Yes",0,2166,"Yes","41-60","41-60F",2,15,3005,"F","No","Yes","Home Maker","High School",125809,1,"Urban",59,17
0,5,"Private",22040,10,1,"Pickup","no",3707,2,"No",0,0,"No","41-60","41-60F",0,0,0,"F","Yes","No","Student","High School",135832,1,"Urban",51,10
0,41,"Private",18790,6,3,"Sedan","no",26926,2,"Yes",0,4172,"Yes","25-40","25-40F",2,9,133920,"F","No","Yes","Lawyer","Masters",0,15,"Highly Urban",35,6
0,41,"Commercial",18790,4,3,"Pickup","no",5904,1,"No",1,0,"No","25-40","25-40F",2,9,133920,"F","No","Yes","","Masters",0,15,"Highly Urban",35,4
0,51,"Private",1500,1,1,"Sports Car","no",0,0,"Yes",1,0,"No","25-40","25-40F",3,16,65242,"F","Yes","No","Clerical","Bachelors",216583,6,"Rural",27,0
0,5,"Private",7200,4,1,"Pickup","yes",0,0,"No",0,1146,"Yes","41-60","41-60M",0,14,8212,"M","Yes","No","Student","<High School",0,8,"Highly Urban",55,4
1,29,"Commercial",32430,1,1,"Panel Truck","yes",6514,4,"No",9,60847,"Yes","25-40","25-40M",2,12,131090,"M","No","Yes","Blue Collar","Bachelors",360638,9,"Highly Urban",33,0
0,40,"Private",10380,4,2,"SUV","no",0,0,"No",2,0,"No","41-60","41-60F",0,15,15151,"F","Yes","No","Clerical","<High School",119434,1,"Highly Urban",42,4
2,34,"Commercial",14660,6,1,"SUV","no",0,0,"Yes",1,926,"Yes","25-40","25-40F",2,15,56819,"F","Yes","No","Blue Collar","Bachelors",188860,10,"Highly Urban",35,6
0,34,"Private",14720,1,1,"SUV","no",0,0,"No",3,0,"No","25-40","25-40F",3,12,31806,"F","Yes","No","Home Maker","High School",140927,8,"Urban",25,0
0,51,"Commercial",25900,10,1,"Sedan","no",0,0,"No",0,0,"No","41-60","41-60M",1,10,74826,"M","Yes","No","Blue Collar","High School",237354,8,"Rural",50,10
0,16,"Private",11040,7,2,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,10,50352,"F","Yes","No","Home Maker","Bachelors",201404,15,"Highly Urban",43,7
0,56,"Private",12960,13,2,"SUV","no",3116,2,"Yes",0,2027,"Yes","41-60","41-60F",0,11,776,"F","Yes","No","Home Maker","Bachelors",108249,10,"Urban",43,13
1,38,"Commercial",9400,6,1,"SUV","no",5436,2,"No",0,0,"No","25-40","25-40F",1,0,0,"F","Yes","No","Student","High School",0,1,"Rural",38,6
