"Driving_kids","TRAVTIME","COMMERCIAL_VEHICLE","BLUEBOOK","RETAINED","NPOLICY","CAR_TYPE","RED_CAR","OLDCLAIM","Past_claim","REVOKED","MVR_PTS","CLM_AMT","CLM_FLAG","AGE","Kids","NEW_IN_JOB","INCOME","SEX_MALE","MARRIED","SINGLE_PARENT","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","URBAN_NOT_RURAL","AGE_YEARS","College_MAX_EDUC","Sedan","Student","Blue_collar","Young_age","Homeowner"
0,39,1,11490,11,2,"SUV",0,0,0,0,0,0,0,"41-60",1,0,32596,0,1,0,"Student","Bachelors",154602,10,1,42,1,0,1,0,0,1
0,19,0,18760,4,2,"Sedan",0,0,0,0,2,0,0,"41-60",0,0,87751,0,1,0,"Manager","Masters",236742,17,1,47,1,1,0,0,0,1
0,19,0,23410,7,2,"Pickup",0,0,0,0,0,0,0,"41-60",0,0,61610,0,1,0,"Manager","Masters",236742,17,1,47,1,0,0,0,0,1
0,20,0,32050,6,3,"Sedan",0,0,0,0,0,0,0,"41-60",0,0,43369,0,0,0,"Lawyer","Masters",197904,18,1,52,1,1,0,0,0,1
0,35,0,11440,4,3,"SUV",0,0,0,0,1,0,0,"41-60",0,0,151814,0,0,0,"Doctor","PhD",420602,14,1,56,1,0,0,0,0,1
0,52,1,17810,11,1,"Van",1,0,0,0,1,0,0,"41-60",0,0,114122,1,0,0,"Blue Collar","Bachelors",0,10,0,43,1,0,0,1,0,0
0,5,1,3470,6,1,"Sports Car",0,0,0,0,0,0,0,"41-60",0,0,47513,0,0,0,"Blue Collar","High School",211621,1,1,46,0,0,0,1,0,1
1,45,0,18280,1,1,"Sedan",0,1288,1,0,4,0,0,"41-60",1,0,89892,0,1,0,"Blue Collar","High School",276692,11,1,37,0,1,0,1,0,1
0,54,1,15490,6,2,"Sports Car",0,2441,1,0,0,3896,1,"41-60",0,0,86530,0,0,0,"Blue Collar","Bachelors",0,13,1,38,1,0,0,1,0,0
0,34,1,15440,6,1,"Sedan",0,0,0,0,0,0,0,"41-60",1,0,82586,1,0,1,"Blue Collar","High School",277844,1,0,40,0,1,0,1,0,1
0,43,0,6800,1,2,"SUV",0,0,0,1,0,0,0,"41-60",0,0,186706,0,1,0,"Lawyer","Masters",476703,13,1,48,1,0,0,0,0,1
0,43,1,38700,3,2,"Panel Truck",0,0,0,0,0,0,0,"41-60",0,0,186706,0,1,0,"Other","Masters",476703,13,1,48,1,0,0,0,0,1
1,30,1,33110,1,1,"Panel Truck",1,610,1,0,0,5273,1,"41-60",1,0,39564,1,1,0,"Blue Collar","High School",205645,4,1,42,0,0,0,1,0,1
0,33,0,10550,4,3,"SUV",0,6730,1,0,0,878,1,"41-60",0,0,85729,0,1,0,"Professional","Bachelors",254068,16,1,42,1,0,0,0,0,1
0,61,0,6760,1,1,"Pickup",1,9609,1,0,0,0,0,"41-60",0,0,120315,1,0,0,"Doctor","PhD",0,10,1,39,1,0,0,0,0,0
0,37,0,8230,13,1,"Sports Car",1,1395,1,0,6,1384,1,"16-24",1,0,61610,0,0,1,"Student","High School",154602,7,0,20,0,0,1,0,1,1
0,50,1,27460,1,1,"Panel Truck",0,0,0,0,0,0,0,"41-60",0,0,51576,1,1,0,"Other","PhD",222560,21,1,47,1,0,0,0,0,1
0,28,1,31970,4,1,"Panel Truck",0,0,0,0,1,0,0,"41-60",0,0,38939,1,0,0,"Professional","Bachelors",155006,11,0,43,1,0,0,0,0,1
0,15,0,11370,1,1,"SUV",0,0,0,0,5,0,0,"25-40",1,0,98655,0,1,0,"Lawyer","Masters",272278,13,1,37,1,0,0,0,0,1
0,47,0,1500,1,2,"Sedan",0,7859,1,0,0,0,0,"41-60",0,0,108412,1,0,0,"Doctor","PhD",0,18,1,42,1,1,0,0,0,0
0,44,0,4500,7,1,"Sedan",0,0,0,0,2,0,0,"25-40",1,0,23022,1,0,1,"Clerical","<High School",0,1,0,27,0,1,0,0,0,0
0,64,1,18780,3,1,"Pickup",0,0,0,0,1,0,0,"25-40",1,0,17839,0,1,0,"Clerical","<High School",96399,7,0,26,0,0,0,0,0,1
0,26,0,26470,6,2,"Sedan",0,0,0,0,0,0,0,"25-40",0,0,77195,0,1,0,"Professional","Bachelors",154602,8,0,38,1,1,0,0,0,1
0,41,0,14470,7,1,"Sedan",1,7006,1,0,6,0,0,"25-40",1,0,50401,1,1,0,"Lawyer","Masters",182057,8,1,33,1,1,0,0,0,1
0,44,1,15960,17,2,"Sedan",1,7825,1,0,6,0,0,"41-60",0,0,69790,1,1,0,"Blue Collar","High School",198028,1,1,53,0,1,0,1,0,1
0,43,1,6510,4,1,"SUV",0,7693,1,0,2,0,0,"25-40",1,0,4362,0,0,1,"Student","High School",0,1,1,32,0,0,1,0,0,0
0,67,1,15990,1,2,"Sedan",1,0,0,0,1,0,0,"41-60",0,0,103948,1,1,0,"Blue Collar","High School",290521,12,0,40,0,1,0,1,0,1
0,86,1,6100,1,2,"Pickup",1,0,0,0,1,0,0,"41-60",0,0,111580,1,1,0,"Blue Collar","Bachelors",291785,8,0,40,1,0,0,1,0,1
0,35,0,8580,1,1,"SUV",0,1143,1,0,4,6050,1,"41-60",1,0,24865,0,1,0,"Blue Collar","<High School",152293,7,1,39,0,0,0,1,0,1
0,47,1,18580,7,1,"Van",0,0,0,0,0,0,0,"41-60",1,0,72811,1,1,0,"Blue Collar","High School",228454,1,0,39,0,0,0,1,0,1
0,15,0,18300,1,1,"Sports Car",0,0,0,0,0,6077,1,"41-60",0,0,77100,0,0,0,"Lawyer","Masters",0,11,1,48,1,0,0,0,0,0
0,46,1,9060,1,1,"Pickup",1,0,0,0,0,0,0,"41-60",0,0,28598,1,0,0,"Clerical","High School",102214,7,0,46,0,0,0,0,0,1
0,18,1,24660,1,1,"Panel Truck",0,2130,1,0,4,4090,1,"25-40",1,0,62615,1,1,0,"Other","Masters",184803,14,1,30,1,0,0,0,0,1
0,29,0,6700,6,1,"Sedan",1,0,0,0,1,0,0,"41-60",0,1,0,1,1,0,"Student","<High School",0,5,0,50,0,1,1,0,0,0
0,42,0,5900,1,1,"Pickup",1,0,0,1,0,0,0,"41-60",0,0,62346,1,0,0,"Professional","Masters",0,18,1,44,1,0,0,0,0,0
0,14,0,20320,7,2,"Van",1,0,0,0,0,0,0,"41-60",0,0,1590,1,1,0,"Lawyer","Masters",58365,16,1,48,1,0,0,0,0,1
0,16,0,4900,10,2,"Sports Car",0,0,0,0,0,0,0,"25-40",1,0,56113,0,1,0,"Professional","Bachelors",163622,9,1,31,1,0,0,0,0,1
0,49,0,12300,1,1,"SUV",0,8223,1,0,4,0,0,"25-40",1,0,76002,0,1,0,"Professional","Bachelors",232538,12,1,31,1,0,0,0,0,1
0,20,1,37440,1,1,"Panel Truck",0,0,0,0,0,0,0,"41-60",0,0,58360,1,1,0,"Manager","High School",165109,1,1,51,0,0,0,0,0,1
0,21,0,6200,1,4,"SUV",0,0,0,0,0,0,0,"41-60",0,0,60049,0,0,0,"Blue Collar","High School",227054,1,0,47,0,0,0,1,0,1
0,35,0,5300,4,3,"SUV",0,0,0,0,0,0,0,"25-40",1,0,10653,0,0,1,"Clerical","<High School",0,1,0,34,0,0,0,0,0,0
0,16,0,14270,4,3,"Sports Car",0,0,0,0,3,5945,1,"25-40",1,0,10653,0,0,1,"Clerical","<High School",0,1,0,35,0,0,0,0,0,0
0,44,0,16870,4,1,"SUV",0,11353,1,0,2,0,0,"25-40",1,1,0,0,1,0,"Home Maker","High School",99767,1,1,34,0,0,0,0,0,1
0,48,0,10090,4,1,"Sports Car",0,6753,1,0,6,5336,1,"25-40",1,1,0,0,1,0,"Student","<High School",0,6,1,38,0,0,1,0,0,0
0,35,0,12440,7,2,"Sedan",0,5863,1,0,5,0,0,"41-60",0,0,65389,1,1,0,"Blue Collar","High School",249847,1,0,49,0,1,0,1,0,1
0,85,1,17540,10,2,"Van",0,0,0,0,1,0,0,"41-60",0,0,36607,1,1,0,"Blue Collar","High School",206422,1,0,44,0,0,0,1,0,1
0,46,1,9760,4,2,"Pickup",0,0,0,0,0,0,0,"41-60",0,0,31610,1,1,0,"Blue Collar","High School",166942,3,0,46,0,0,0,1,0,1
1,32,0,11980,1,1,"Sedan",1,0,0,0,0,0,0,"41-60",1,0,96830,1,1,0,"Manager","Bachelors",273341,12,1,37,1,1,0,0,0,1
0,29,1,44590,1,2,"Panel Truck",0,8331,1,0,5,2707,1,"41-60",0,0,61610,0,0,0,"Professional","Bachelors",467883,9,1,47,1,0,0,0,0,1
0,30,0,7410,11,1,"SUV",0,0,0,0,3,0,0,"41-60",1,0,18124,0,1,0,"Blue Collar","<High School",95099,1,0,40,0,0,0,1,0,1
0,21,0,25010,1,4,"Sedan",0,0,0,0,0,0,0,"41-60",0,0,48952,0,1,0,"Blue Collar","Bachelors",203371,8,1,53,1,1,0,1,0,1
0,21,0,11800,1,4,"SUV",0,0,0,0,0,0,0,"41-60",1,0,69098,0,1,0,"Professional","Bachelors",224600,11,1,55,1,0,0,0,0,1
0,21,0,34550,1,4,"Van",0,6528,1,0,1,0,0,"41-60",1,0,69098,0,1,0,"Professional","Bachelors",154602,11,1,55,1,0,0,0,0,1
0,17,0,6500,11,1,"SUV",0,0,0,0,0,0,0,"41-60",0,0,22365,0,1,0,"Clerical","High School",131413,1,0,49,0,0,0,0,0,1
0,56,1,19420,1,1,"Van",0,0,0,0,0,0,0,"41-60",0,0,67095,1,0,0,"Blue Collar","High School",259295,8,0,41,0,0,0,1,0,1
1,5,0,18780,4,2,"Sports Car",0,23486,1,1,0,6561,1,">60",1,0,30322,0,1,0,"Blue Collar","High School",150059,1,1,57,0,0,0,1,0,1
0,18,1,10610,1,1,"SUV",0,37157,1,1,0,0,0,"41-60",0,0,45100,0,0,0,"Blue Collar","Bachelors",0,13,1,42,1,0,0,1,0,0
0,15,0,17600,3,1,"Sports Car",0,5217,1,0,0,0,0,"41-60",0,0,33854,0,1,0,"Lawyer","Masters",139245,21,1,47,1,0,0,0,0,1
0,16,1,32110,1,1,"Panel Truck",0,0,0,0,0,0,0,"41-60",0,0,180128,1,1,0,"Other","PhD",437339,15,1,46,1,0,0,0,0,1
0,35,0,19020,13,2,"SUV",0,0,0,1,0,0,0,"25-40",1,0,37543,0,1,0,"Clerical","High School",180907,7,1,30,0,0,0,0,0,1
0,21,1,9710,10,1,"Pickup",1,0,0,0,2,3161,1,"25-40",1,0,37793,1,0,1,"Blue Collar","High School",0,13,1,32,0,0,0,1,0,0
0,7,0,7270,1,1,"SUV",0,0,0,0,0,0,0,"41-60",1,0,16680,0,0,1,"Student","<High School",0,6,1,38,0,0,1,0,0,0
0,26,0,11650,6,1,"Sports Car",1,1845,1,0,7,3808,1,"16-24",0,0,5336,0,0,0,"Clerical","High School",0,1,1,16,0,0,0,0,1,0
0,41,1,8560,3,1,"Pickup",1,0,0,0,0,0,0,"41-60",0,0,70569,1,1,0,"Manager","Masters",211353,16,1,48,1,0,0,0,0,1
1,37,0,22300,12,1,"Sedan",0,0,0,0,0,3514,1,"25-40",1,0,29251,0,0,1,"Clerical","<High School",154602,5,1,36,0,1,0,0,0,1
0,36,1,17680,15,3,"Van",1,7274,1,0,1,2115,1,"41-60",0,0,118277,1,0,0,"Other","Masters",0,18,1,45,1,0,0,0,0,0
0,34,0,17170,10,1,"Sedan",0,0,0,0,2,0,0,"25-40",1,0,96169,0,1,0,"Manager","Bachelors",281910,8,1,35,1,1,0,0,0,1
0,6,1,4800,14,2,"Pickup",1,0,0,0,0,6882,1,"25-40",1,0,23636,1,0,1,"Clerical","High School",98166,1,1,37,0,0,0,0,0,1
0,27,1,7380,1,1,"Pickup",0,22419,1,1,3,0,0,"25-40",1,0,58839,1,1,0,"Other","Masters",170516,13,1,33,1,0,0,0,0,1
0,42,0,22010,1,2,"Sedan",0,0,0,0,3,0,0,"41-60",0,0,45301,0,1,0,"Home Maker","Masters",188757,15,0,40,1,1,0,0,0,1
0,17,0,8820,6,2,"SUV",0,0,0,0,0,0,0,"41-60",0,0,30183,0,1,0,"Home Maker","Masters",87809,8,1,40,1,0,0,0,0,1
0,62,0,14710,1,3,"Sedan",1,0,0,0,0,0,0,"41-60",0,0,132114,1,1,0,"Lawyer","Masters",360740,16,0,43,1,1,0,0,0,1
0,38,0,21940,1,2,"Sedan",0,0,0,0,3,0,0,"41-60",0,0,69620,0,0,0,"Lawyer","Masters",0,7,1,54,1,1,0,0,0,0
0,38,0,18980,1,1,"Sedan",1,0,0,0,2,0,0,"41-60",0,0,174806,1,1,0,"Doctor","PhD",442158,12,1,45,1,1,0,0,0,1
0,21,0,13880,1,1,"Sports Car",0,31966,1,1,2,1483,1,"25-40",0,0,86754,0,0,0,"Lawyer","PhD",0,13,1,35,1,0,0,0,0,0
0,33,0,21680,6,1,"Sedan",0,0,0,0,1,0,0,"41-60",0,0,100816,0,1,0,"Lawyer","Masters",281563,20,1,52,1,1,0,0,0,1
0,66,1,18170,1,2,"Van",1,0,0,0,0,0,0,"41-60",0,0,24911,1,1,0,"Student","High School",0,1,0,46,0,0,1,0,0,0
0,5,1,24860,6,1,"Panel Truck",1,3777,1,0,5,0,0,"41-60",0,0,95640,1,0,0,"Blue Collar","Bachelors",282509,13,1,40,1,0,0,1,0,1
0,35,1,18930,7,3,"Van",0,11320,1,0,0,0,0,"41-60",0,0,188536,1,1,0,"Other","PhD",489403,1,1,57,1,0,0,0,0,1
0,27,0,25700,1,2,"Van",0,0,0,0,0,0,0,"41-60",0,0,80621,0,1,0,"Professional","High School",256152,1,1,46,0,0,0,0,0,1
0,26,0,17380,1,2,"Sedan",0,0,0,0,1,0,0,"41-60",0,0,93885,0,1,0,"Blue Collar","Bachelors",237445,12,1,44,1,1,0,1,0,1
0,41,0,12240,1,1,"SUV",0,0,0,0,0,0,0,"41-60",0,0,62433,0,1,0,"Clerical","Bachelors",154602,11,0,42,1,0,0,0,0,1
0,17,0,11530,1,2,"SUV",0,8837,1,0,2,0,0,"25-40",1,0,11878,0,1,0,"Manager","PhD",110650,8,1,28,1,0,0,0,0,1
0,25,0,5790,1,2,"Sports Car",0,0,0,0,0,0,0,"25-40",1,0,68288,0,1,0,"Manager","PhD",256646,10,1,30,1,0,0,0,0,1
0,16,1,21880,1,1,"Pickup",0,9894,1,0,2,0,0,"41-60",1,0,47562,0,1,0,"Blue Collar","High School",169576,7,1,52,0,0,0,1,0,1
0,5,0,2910,7,4,"Sports Car",0,5101,1,0,0,0,0,"41-60",0,0,14096,0,1,0,"Clerical","Bachelors",163866,20,1,42,1,0,0,0,0,1
0,5,0,3790,8,4,"SUV",0,7285,1,0,0,3121,1,"41-60",0,0,14096,0,1,0,"Clerical","Bachelors",163866,20,1,42,1,0,0,0,0,1
0,58,0,13180,1,1,"Sedan",1,0,0,0,0,5209,1,"41-60",1,0,6324,1,1,0,"Student","<High School",0,1,1,37,0,1,1,0,0,0
0,43,0,8160,1,1,"Pickup",0,5386,1,0,4,2829,1,"25-40",0,0,907,1,1,0,"Student","<High School",0,5,1,36,0,0,1,0,0,0
0,20,1,38870,7,2,"Van",0,0,0,0,1,2300,1,"41-60",0,0,38871,0,1,0,"Other","PhD",178677,1,1,40,1,0,0,0,0,1
0,29,0,9990,1,2,"SUV",0,6699,1,0,4,0,0,"41-60",0,0,138524,0,1,0,"Doctor","PhD",391739,17,1,42,1,0,0,0,0,1
1,56,0,5200,3,2,"Sports Car",0,38063,1,1,0,5192,1,"25-40",1,0,20145,0,1,0,"Home Maker","High School",128953,1,1,36,0,0,0,0,0,1
0,55,1,11560,1,1,"Pickup",0,5238,1,0,1,4984,1,"41-60",0,0,42607,1,1,0,"Blue Collar","<High School",112850,7,1,52,0,0,0,1,0,1
0,35,0,9700,17,1,"Sports Car",0,0,0,0,0,0,0,"41-60",0,0,7077,0,1,0,"Student","High School",0,11,1,44,0,0,1,0,0,0
0,33,1,18240,17,1,"Van",1,0,0,0,0,0,0,"41-60",0,0,69560,1,0,0,"Blue Collar","High School",0,1,0,45,0,0,0,1,0,0
1,51,0,13240,15,1,"SUV",0,0,0,0,4,686,1,"25-40",1,0,66175,0,0,1,"Blue Collar","<High School",214792,1,1,32,0,0,0,1,0,1
0,46,0,24780,1,1,"SUV",0,0,0,0,0,0,0,">60",0,0,120539,0,1,0,"Lawyer","Masters",366173,17,1,58,1,0,0,0,0,1
0,47,0,9800,1,2,"SUV",0,38649,1,0,7,3779,1,"41-60",0,0,82992,0,1,0,"Manager","Masters",231457,1,1,45,1,0,0,0,0,1
0,31,0,10810,4,2,"SUV",0,0,0,1,2,0,0,"41-60",0,0,45085,0,1,0,"Manager","Masters",188770,16,1,45,1,0,0,0,0,1
0,22,1,19330,4,2,"Van",1,0,0,0,1,0,0,"25-40",1,0,42535,1,1,0,"Clerical","High School",189139,8,0,37,0,0,0,0,0,1
0,22,0,13350,1,2,"Sedan",1,0,0,0,0,0,0,"25-40",1,0,42535,1,1,0,"Clerical","High School",189139,8,0,37,0,1,0,0,0,1
0,21,0,16370,10,1,"SUV",0,0,0,0,0,0,0,"25-40",1,0,35183,0,0,1,"Clerical","High School",0,1,1,33,0,0,0,0,0,0
0,27,0,13550,1,1,"Sports Car",0,0,0,0,0,0,0,"41-60",0,0,71512,0,0,0,"Manager","Masters",0,18,1,46,1,0,0,0,0,0
0,61,0,8840,10,3,"Sedan",0,0,0,0,0,0,0,"41-60",0,0,47417,1,0,0,"Lawyer","Masters",229556,13,1,47,1,1,0,0,0,1
0,9,0,14310,6,3,"Sedan",1,8013,1,0,5,6857,1,"41-60",0,0,72291,1,0,0,"Lawyer","Masters",0,18,1,51,1,1,0,0,0,0
0,57,0,15120,1,3,"Sedan",1,722,1,0,0,0,0,"25-40",0,0,92917,1,0,0,"Professional","Bachelors",0,4,0,33,1,1,0,0,0,0
0,31,0,26890,6,3,"Sedan",0,0,0,0,0,0,0,"41-60",0,0,95166,1,0,0,"Professional","Bachelors",306407,8,1,39,1,1,0,0,0,1
0,57,1,21690,6,3,"Van",1,11742,1,0,6,3107,1,"41-60",0,0,95166,1,0,0,"Professional","Bachelors",306407,8,1,36,1,0,0,0,0,1
0,11,0,15090,1,1,"Sedan",1,30605,1,1,4,0,0,"25-40",0,0,26816,1,0,0,"Lawyer","PhD",0,9,1,37,1,1,0,0,0,0
0,24,1,18430,5,1,"Van",0,0,0,0,0,0,0,"41-60",0,0,123289,1,1,0,"Other","PhD",154602,12,1,45,1,0,0,0,0,1
0,19,0,2640,4,1,"Sports Car",0,2219,1,0,1,0,0,"41-60",1,0,0,0,1,0,"Home Maker","Masters",70461,13,1,43,1,0,0,0,0,1
0,37,0,26010,9,1,"SUV",0,6238,1,0,3,21829,1,"41-60",0,0,77337,0,0,0,"Professional","Bachelors",0,12,1,40,1,0,0,0,0,0
0,33,0,1500,9,1,"Sedan",0,8786,1,0,2,2719,1,"41-60",0,0,8191,1,1,0,"Lawyer","Masters",154602,16,1,58,1,1,0,0,0,1
0,22,1,27390,1,1,"Panel Truck",0,2215,1,0,3,0,0,"25-40",1,0,91045,1,1,0,"Other","Masters",206587,13,1,34,1,0,0,0,0,1
1,52,0,36080,1,3,"Sedan",0,0,0,0,3,27496,1,"41-60",1,0,61995,0,0,1,"Professional","Bachelors",0,8,1,40,1,1,0,0,0,0
1,55,0,7700,1,3,"Sports Car",0,30378,1,1,5,1956,1,"41-60",1,0,111656,0,0,1,"Professional","Bachelors",0,9,1,42,1,0,0,0,0,0
0,20,0,7860,3,1,"Pickup",1,558,1,0,7,0,0,"25-40",1,0,34600,1,1,0,"Manager","High School",113013,1,1,26,0,0,0,0,0,1
1,5,1,21340,4,1,"Sedan",0,0,0,0,0,0,0,"41-60",1,0,57123,0,1,0,"Blue Collar","High School",200468,1,1,42,0,1,0,1,0,1
0,29,1,23680,6,1,"Panel Truck",0,36136,1,0,4,0,0,"41-60",0,0,74659,1,1,0,"Other","Masters",238299,15,1,48,1,0,0,0,0,1
1,27,0,28370,7,2,"Pickup",0,0,0,0,0,0,0,"41-60",1,0,130454,0,1,0,"Manager","Masters",321982,15,1,37,1,0,0,0,0,1
0,46,0,11160,1,1,"Sports Car",0,746,1,0,0,0,0,"41-60",0,0,30508,0,1,0,"Clerical","High School",136905,8,1,48,0,0,0,0,0,1
0,5,1,21160,6,1,"Van",1,37583,1,0,1,0,0,"41-60",0,0,64874,1,1,0,"Other","Masters",167556,21,1,44,1,0,0,0,0,1
0,26,0,7980,7,3,"Sports Car",0,0,0,0,1,0,0,"41-60",0,0,49474,0,1,0,"Professional","Bachelors",169453,7,1,43,1,0,0,0,0,1
0,29,0,15590,1,2,"SUV",0,0,0,0,0,0,0,"25-40",0,0,29879,0,0,0,"Clerical","High School",154602,7,1,34,0,0,0,0,0,1
0,29,0,19630,10,2,"SUV",0,3587,1,0,5,0,0,"25-40",0,0,29879,0,0,0,"Clerical","High School",154602,7,1,34,0,0,0,0,0,1
0,30,1,9230,6,1,"Sports Car",0,5347,1,0,3,0,0,"25-40",0,0,77339,0,0,0,"Blue Collar","High School",0,11,1,32,0,0,0,1,0,0
0,51,0,28640,1,1,"Sports Car",0,7537,1,0,0,0,0,"41-60",1,0,85472,0,0,1,"Manager","Bachelors",310143,9,1,40,1,0,0,0,0,1
0,43,0,13250,4,3,"Sedan",0,0,0,1,0,0,0,"41-60",0,0,73528,1,1,0,"Manager","Bachelors",240210,11,1,42,1,1,0,0,0,1
0,23,0,25570,9,1,"SUV",0,1019,1,0,0,0,0,"41-60",0,0,40825,0,1,0,"Clerical","High School",193319,1,1,40,0,0,0,0,0,1
0,24,0,12800,7,3,"Sedan",0,0,0,0,0,0,0,"41-60",0,0,18549,1,1,0,"Lawyer","Masters",116136,14,1,46,1,1,0,0,0,1
0,5,0,19480,6,1,"SUV",0,0,0,0,2,0,0,"41-60",0,0,198600,0,1,0,"Manager","PhD",460196,12,1,37,1,0,0,0,0,1
0,28,0,43560,13,2,"SUV",0,0,0,0,0,0,0,"41-60",0,0,142545,0,1,0,"Professional","Masters",398369,11,0,47,1,0,0,0,0,1
0,28,0,20850,7,2,"Sedan",0,0,0,0,0,0,0,"41-60",0,0,142545,0,1,0,"Professional","Masters",398369,11,0,47,1,1,0,0,0,1
0,23,1,28670,1,1,"Panel Truck",0,10474,1,0,0,0,0,"41-60",0,0,226674,1,0,0,"Other","PhD",0,8,1,42,1,0,0,0,0,0
1,23,0,30690,1,1,"SUV",0,4638,1,0,0,0,0,"41-60",1,0,198720,0,1,0,"Manager","PhD",522898,10,1,53,1,0,0,0,0,1
0,42,0,21580,6,1,"Van",1,0,0,0,0,0,0,"41-60",0,0,153802,1,1,0,"Lawyer","Masters",405257,14,1,43,1,0,0,0,0,1
0,29,0,1500,4,1,"Sports Car",0,0,0,0,0,0,0,"41-60",0,1,0,0,1,0,"Student","High School",0,1,0,54,0,0,1,0,0,0
0,49,0,5700,7,2,"SUV",0,50807,1,0,0,0,0,"41-60",0,1,0,0,1,0,"Home Maker","High School",0,7,0,39,0,0,0,0,0,0
0,61,0,17190,1,2,"SUV",0,0,0,1,0,0,0,"41-60",0,1,0,0,1,0,"Home Maker","High School",104265,8,1,41,0,0,0,0,0,1
0,56,0,14430,7,1,"Sedan",0,8586,1,0,4,0,0,"41-60",0,0,30010,1,1,0,"Professional","High School",155394,6,1,54,0,1,0,0,0,1
0,22,1,20180,1,1,"Van",0,0,0,0,0,1958,1,"25-40",1,0,68493,1,0,1,"Blue Collar","Bachelors",217494,5,1,27,1,0,0,1,0,1
0,17,0,9240,6,1,"SUV",0,3716,1,0,0,0,0,"25-40",1,0,77388,0,1,0,"Lawyer","Masters",260895,14,1,35,1,0,0,0,0,1
0,22,1,28190,4,1,"Panel Truck",1,0,0,0,1,4093,1,"25-40",1,0,98273,1,0,1,"Other","Masters",295335,11,1,30,1,0,0,0,0,1
0,17,0,27530,10,1,"Sedan",0,0,0,0,2,0,0,"41-60",1,0,132449,0,1,0,"Manager","Masters",354193,14,1,39,1,1,0,0,0,1
0,48,1,34640,1,2,"Panel Truck",0,0,0,0,0,3844,1,"41-60",1,0,48374,1,1,0,"Blue Collar","High School",215391,8,1,43,0,0,0,1,0,1
0,48,1,10740,4,2,"Pickup",0,0,0,1,0,0,0,"41-60",1,0,48374,1,1,0,"Blue Collar","High School",154602,8,1,43,0,0,0,1,0,1
0,51,1,14610,10,1,"SUV",0,0,0,1,4,0,0,"25-40",1,0,12262,0,1,0,"Blue Collar","Bachelors",154602,5,1,35,1,0,0,1,0,1
0,5,1,22810,4,1,"Pickup",0,0,0,1,3,0,0,"25-40",1,1,0,0,0,1,"Home Maker","PhD",72314,8,0,34,1,0,0,0,0,1
0,43,0,7300,1,1,"Pickup",1,9090,1,0,0,0,0,"41-60",0,0,90672,1,0,0,"Manager","Masters",0,12,1,54,1,0,0,0,0,0
0,27,0,13460,6,1,"Sedan",1,0,0,0,2,0,0,"41-60",0,0,64593,1,1,0,"Lawyer","Masters",200725,10,1,52,1,1,0,0,0,1
0,40,1,8740,4,1,"Sports Car",0,0,0,0,0,0,0,"41-60",0,0,108078,0,1,0,"Blue Collar","High School",316513,1,0,50,0,0,0,1,0,1
0,19,0,6700,4,3,"Sports Car",0,0,0,0,0,0,0,"41-60",0,0,188148,0,0,0,"Lawyer","PhD",0,11,1,49,1,0,0,0,0,0
0,34,0,10980,1,3,"SUV",0,5050,1,0,0,0,0,"41-60",0,0,40818,0,0,0,"Lawyer","Masters",0,15,1,48,1,0,0,0,0,0
0,34,0,15890,13,3,"SUV",0,0,0,0,0,0,0,"41-60",0,0,40818,0,0,0,"Lawyer","Masters",0,15,1,49,1,0,0,0,0,0
0,25,1,13060,1,2,"SUV",0,5598,1,0,3,0,0,"41-60",0,0,61626,0,0,0,"Blue Collar","Bachelors",0,10,1,53,1,0,0,1,0,0
0,24,0,4700,6,1,"SUV",0,13538,1,1,7,0,0,"25-40",1,0,3985,0,1,0,"Student","<High School",0,3,1,26,0,0,1,0,0,0
1,16,0,15770,4,2,"Sports Car",0,11035,1,0,6,0,0,">60",1,0,54776,0,1,0,"Lawyer","Masters",237217,14,1,61,1,0,0,0,0,1
1,28,0,15700,13,2,"SUV",0,0,0,1,2,8633,1,">60",1,0,38111,0,1,0,"Lawyer","Masters",152804,19,1,61,1,0,0,0,0,1
0,52,1,26410,13,1,"Panel Truck",0,0,0,1,0,0,0,"41-60",0,0,76663,1,1,0,"Professional","Bachelors",286924,13,1,41,1,0,0,0,0,1
0,36,0,29230,10,1,"Sedan",1,0,0,0,0,0,0,"41-60",0,0,107259,1,1,0,"Professional","Masters",343700,15,1,49,1,1,0,0,0,1
0,45,0,20520,6,3,"Sedan",0,0,0,0,0,0,0,"41-60",0,0,134166,0,1,0,"Manager","Masters",324905,12,1,55,1,1,0,0,0,1
0,32,0,5590,6,2,"SUV",0,14074,1,1,0,0,0,"41-60",0,0,46507,0,1,0,"Professional","High School",153166,7,1,47,0,0,0,0,0,1
0,23,0,12490,10,2,"Sedan",0,5928,1,0,7,0,0,"41-60",0,0,40854,0,1,0,"Professional","High School",136186,1,1,49,0,1,0,0,0,1
0,5,0,16150,11,1,"SUV",0,6135,1,0,7,1022,1,"25-40",1,0,10730,0,1,0,"Student","High School",0,6,1,25,0,0,1,0,0,0
1,25,0,14700,7,1,"SUV",0,0,0,0,1,0,0,"25-40",1,0,73851,0,0,1,"Clerical","Bachelors",244529,5,1,36,1,0,0,0,0,1
0,18,1,5400,1,1,"Sedan",0,0,0,0,1,0,0,"25-40",0,0,90635,1,1,0,"Blue Collar","Bachelors",251424,9,0,38,1,1,0,1,0,1
0,19,1,20940,4,1,"Pickup",0,8390,1,0,0,0,0,"41-60",0,0,61610,0,1,0,"Blue Collar","High School",236239,1,1,50,0,0,0,1,0,1
