ID	KIDSDRIV	PLCYDATE	TRAVTIME	CAR_USE	POLICYNO	BLUEBOOK	INITDATE	RETAINED	NPOLICY	CAR_TYPE	RED_CAR	OLDCLAIM	CLM_FREQ	REVOKED	MVR_PTS	CLM_AMT	CLM_DATE	CLM_FLAG	BIRTH	AGE	AGE*GENDER	HOMEKIDS	YOJ	INCOME	GENDER	MARRIED	PARENT1	JOBCLASS	MAX_EDUC	HOME_VAL	SAMEHOME	DENSITY	YEARQTR
211002793	0	13septembre96	33	Commercial	60003140	$3830 	13septembre96	1	1	Sedan	yes	$4311 	1	No	0	$6914 	13septembre96	Yes	25juin71	25-40	25-40M	3	0	$0 	M	No	Yes	Student	Bachelors	$0 	12	Urban	1996Q3
211026133	0	05septembre97	17	Commercial	85846172	$20730 	29août94	3	2	Van	yes	$0 	0	No	1	$0 		No	12mai51	41-60	41-60M	0	12	$88661 	M	Yes	No	Blue Collar	Bachelors	$292894 	5	Highly Urban	1997Q3
211458609	0	08avril96	9	Private	62873494	$22490 	10avril90	6	1	SUV	no	$0 	0	No	2	$0 		No	23novembre50	41-60	41-60F	0	2	$134333 	F	Yes	No	Professional	High School	$358876 	1	Highly Urban	1996Q2
211551009	0	24janvier97	8	Private	97726565	$18760 	24janvier97	1	1	Sedan	no	$0 	0	No	0	$0 		No	01février44	41-60	41-60F	0	12	$136339 	F	Yes	No	Lawyer	Masters	$407905 	8	Urban	1997Q1
211644243	2	31juillet98	13	Private	38147089	$5300 	31juillet98	1	1	SUV	no	$6815 	1	No	3	$0 		No	10mai61	25-40	25-40F	2	0	$0 	F	No	Yes	Student	Bachelors	$0 	13	Rural	1998Q3
211777607	0	21septembre93	44	Commercial	94113498	$26030 	23septembre87	6	1	Sedan	no	$30159 	3	No	0	$0 		No	02octobre42	41-60	41-60F	1			F	Yes	No	Blue Collar	High School	$188505 	11	Highly Urban	1993Q3
211941702	0	22octobre98	101	Private	98394704	$15910 	23octobre92	6	1	Sports Car	no	$0 	0	No	0	$0 		No	21juillet58	41-60	41-60F	2	17	$666 	F	Yes	No	Student	<High School	$0 	7	Rural	1998Q4
211989818	0	26mai93	11	Private	97121458	$20280 	31mai74	19	1	SUV	no	$0 	0	No	0	$0 		No	22juin44	41-60	41-60F	0	12	$165632 	F	Yes	No	Lawyer	PhD	$413216 	18	Highly Urban	1993Q2
211999932	0	23août94	54	Private	73972193	$18380 	25août84	10	1	SUV	no	$5279 	3	No	0	$0 		No	27août57	41-60	41-60F	1	13	$126762 	F	No	Yes	Doctor	PhD	$0 	13	Urban	1994Q3
212055004	0	15janvier94	26	Private	52164138	$1500 	17janvier85	9	1	Sedan	yes	$39250 	1	Yes	2	$0 		No	07août49	41-60	41-60M	0	0	$0 	M	Yes	No	Manager	PhD		12	Urban	1994Q1
212135499	0	01juillet96	54	Commercial	87701735	$11480 	15juillet96	1	2	Pickup	no	$6870 	1	No	4	$0 		No	08mars62	25-40	25-40M	0	1	$42878 	M	Yes	No	Blue Collar	Bachelors	$158179 	10	Urban	1996Q3
212162970	0	19décembre95	33	Private	63994586	$27300 	22décembre82	13	1	Sedan	no	$2607 	4	No	8	$0 		No	24juillet53	41-60	41-60M	0	13	$18311 	M	Yes	No	Lawyer	Masters	$145159 	23	Highly Urban	1995Q4
212373089	0	17décembre95	35	Commercial	32152875	$18240 	17décembre95	1	1	SUV	no	$6863 	1	No	1	$4506 	29mars96	Yes	23décembre57	41-60	41-60F	0	13	$87333 	F	Yes	No	Blue Collar	High School	$293661 	1	Highly Urban	1995Q4
212393500	0	14août93	23	Private	73537556	$5900 	14août93	1	1	Pickup	no	$0 	0	No	0	$0 		No	13avril55	41-60	41-60M	3	12	$118032 	M	Yes	No	Professional	Bachelors	$337904 	1	Rural	1993Q3
212478670	0	21juillet93	36	Commercial	16544180	$24950 	22juillet88	5	1	Pickup	no	$4997 	3	No	7	$6535 	07octobre93	Yes	19juin49	41-60	41-60F	0	6	$55230 	F	No	No	Blue Collar	High School	$0 	6	Urban	1993Q3
212640019	0	23décembre94	5	Commercial	57804242	$11990 	23décembre94	1	1	Pickup	yes	$0 	0	No	2	$6573 	21janvier95	Yes	10février64	25-40	25-40M	2		$69943 	M	No	Yes	Blue Collar	High School	$0 	1	Urban	1994Q4
212687745	1	09avril95	50	Private	734120	$32340 	31mars89	6	2	Van	no	$27877 	2	Yes	0	$2117 	15juillet95	Yes	30décembre53	41-60	41-60F	1	14	$63952 	F	Yes	No	Lawyer	Masters	$196368 	13	Urban	1995Q2
212687745	1	26avril95	50	Private	18308769	$14620 	30mars95	1	2	SUV	no	$3799 	2	No	0	$0 		No	30décembre53	41-60	41-60F	1		$63952 	F	Yes	No	Lawyer	Masters	$196368 	13	Urban	1995Q2
212828205	0	10janvier96	15	Commercial	59694704	$18910 	12janvier87	9	1	Van	yes	$0 	0	No	0	$0 		No	23avril52	41-60	41-60M	0	11	$127129 	M	No	No	Professional	Bachelors	$369418 	5	Highly Urban	1996Q1
212925200	0	09avril97	46	Private	63456690	$16770 	09avril97	1	1	SUV	no	$0 	0	No	1	$0 		No	30novembre44	41-60	41-60F	0	11	$98657 	F	No	No	Lawyer	Masters	$0 	13	Urban	1997Q2
212957678	1	23mars99	60	Commercial	33106837	$39090 	23mars99	1	1	Panel Truck	no	$2157 	1	No	6	$0 		No	23août63	25-40	25-40M	2	14	$125646 	M	Yes	No		Masters	$266746 	19	Urban	1999Q1
212964079	0	07juin97	57	Commercial	78478258	$19200 	08juin93	4	1	Sedan	no	$0 	0	Yes	1	$0 		No	22octobre64	25-40	25-40F	0	12	$73647 	F	No	No	Blue Collar	Bachelors	$0 	7	Urban	1997Q2
213057541	0	22septembre94	24	Commercial	680397	$23450 	22septembre94	1	1	Sedan	no	$0 	0	No	2	$0 		No	29janvier57	41-60	41-60M	0		$52988 	M	Yes	No	Blue Collar	High School	$176275 	11	Highly Rural	1994Q3
213154381	0	27janvier99	26	Commercial	38778764	$4960 	29janvier92	7	1	Pickup	yes	$0 	0	Yes	0	$2136 	16juin99	Yes	23octobre68	25-40	25-40M	1	7	$3594 	M	Yes	No	Student	High School	$0 	8	Urban	1999Q1
21327985	0	17août97	22	Private	25934176	$10510 	18août93	4	1	SUV	no	$4422 	3	No	9	$2091 	17septembre97	Yes	03juin65	25-40	25-40F	1	0	$0 	F	No	Yes	Home Maker	High School	$0 	1	Highly Urban	1997Q3
213296307	0	09mars99	53	Private	84017114	$18260 	10mars93	6	1	Sedan	no	$8353 	2	No	4	$0 		No	27avril71	25-40	25-40F	1	12	$35450 	F	Yes	No	Clerical	High School	$145343 	1	Highly Urban	1999Q1
213361324	0	07décembre95	28	Commercial	3603132	$22980 	11décembre92	3	2	Panel Truck	no	$0 	0	No	2	$0 		No	11avril44	41-60	41-60M	0	14	$72337 	M	Yes	No	Manager	PhD	$210378 	11	Urban	1995Q4
213361324	0	03décembre95	28	Commercial	19513677	$27130 	11décembre95	1	2	Panel Truck	no	$4957 	3	No	0	$0 		No	11avril44	41-60	41-60M	0	14	$72337 	M	Yes	No	Manager	PhD	$210378 	11	Urban	1995Q4
213470988	0	25juillet95	26	Private	70239548	$7430 	26juillet89	6	1	SUV	no	$0 	0	Yes	0	$0 		No	21juin50	41-60	41-60F	0	13		F	Yes	No	Doctor	PhD	$373031 	16	Urban	1995Q3
213626892	2	30septembre96	38	Private	37641150	$2670 	30septembre96	1	1	Sports Car	no	$0 	0	No	0	$0 		No	18février59	25-40	25-40F	3	0	$0 	F	No	Yes	Home Maker	<High School	$66506 	1	Highly Rural	1996Q3
213664755	0	03juillet95	41	Private	46774234	$14610 	04juillet91	4	1	SUV	no	$0 	0	No	0	$0 		No	31octobre59	25-40	25-40F	0	12	$9984 	F	Yes	No	Student	<High School	$0 	1	Urban	1995Q3
213712099	0	01janvier94	51	Private	26711910	$1720 	01janvier94	1	1	SUV	no	$0 	0	No	3	$3581 	05février94	Yes	13juin73	25-40	25-40F	4		$2226 	F	Yes	No	Home Maker	High School	$71148 	1	Highly Urban	1994Q1
213733981	1	25août95	30	Private	83275391	$13520 	25août95	1	1	Sports Car	no	$3469 	2	No	4	$0 		No	22novembre57	41-60	41-60F	3	13	$79190 	F	Yes	No	Manager	High School	$235543 	1	Urban	1995Q3
213844786	0	25janvier99	18	Private	43161813	$1500 	27février99	1	4	Sedan	yes	$1155 	3	No	8	$0 		No	03mars53	41-60	41-60M	0	9	$136301 	M	No	No	Doctor	PhD	$0 	16	Urban	1999Q1
213844786	0	23février94	42	Commercial	67369239	$18380 	01mars90	4	4	Van	yes	$8947 	3	No	7	$0 		No	04mars48	41-60	41-60M	0	10	$117791 	M	No	No		PhD	$343849 	16	Urban	1994Q1
213844786	0	19février99	18	Private	72975196	$19730 	28février95	4	4	Van	yes	$0 	0	No	2	$0 		No	04mars48	41-60	41-60M	0	10	$117791 	M	No	No		PhD	$343849 		Urban	1999Q1
213914477	0	16juillet96	56	Private	20080592	$17450 	21juillet90	6	2	Van	yes	$9175 	3	No	5	$0 		No	08décembre46	41-60	41-60M	0	3	$59233 	M	Yes	No	Manager	Bachelors	$222590 	9	Urban	1996Q3
214040951	1	25février97	29	Private	5845131	$9240 	02février97	1	2	Pickup	yes	$8336 	2	Yes	5	$2463 	13mars97	Yes	20novembre41	41-60	41-60M	2	0	$0 	M	Yes	No	Student	High School	$0 	1	Highly Urban	1997Q1
214040951	1	08février98	42	Private	6080321	$7200 	02février98	1	2	Sedan	yes	$5086 	2	No	2	$3231 	29juillet98	Yes	20novembre40	41-60	41-60M	2	17	$3272 	M	Yes	No	Student	<High School	$0 	5	Highly Urban	1998Q1
214064538	0	21août93	16	Private	91649669	$32120 	25août79	14	1	Sedan	yes	$0 	0	No	0	$0 		No	02mars49	41-60	41-60M	0	8	$43379 	M	No	No	Manager	Bachelors	$210026 	12	Urban	1993Q3
214157071	0	13mai95	45	Private	59976023	$13870 	11avril91	4	3	Sports Car	no	$8081 	1	Yes	4	$9945 	18mai95	Yes	23mai38	>60	>60F	0	14	$62706 	F	No	No	Lawyer	Masters	$196195 	12	Highly Urban	1995Q2
214237256	0	05septembre96	23	Private	21719239	$11240 	20août96	1	4	SUV	no	$0 	0	No	1	$0 		No	18août52	41-60	41-60F	0	10	$161627 	F	No	No	Doctor	PhD	$408755 	21	Urban	1996Q3
214237256	0	09septembre94	33	Commercial	88906538	$28940 	22août90	4	4	Pickup	no	$0 	0	No	0	$0 		No	19août49	41-60	41-60F	0	11	$224408 	F	No	No		PhD	$523039 	22	Urban	1994Q3
214255604	0	04juillet96	16	Private	80253631	$6300 	06juillet90	6	1	SUV	no	$7998 	1	No	5	$0 		No	02novembre51	41-60	41-60F	0	5	$14938 	F	No	No	Student	Bachelors	$0 	10	Urban	1996Q3
214284147	0	11janvier97	22	Private	41324800	$8740 	14janvier88	9	1	SUV	no	$0 	0	No	2	$0 		No	29mai52	41-60	41-60F	0	0	$0 	F	Yes	No	Home Maker	<High School	$132240 		Highly Urban	1997Q1
21443966	0	14juin94	24	Private	26271473	$25560 	16juin87	7	1	Sedan	no	$0 	0	No	0	$0 		No	06mai41	41-60	41-60F	0	10	$182598 	F	Yes	No	Doctor	PhD	$460349 	14	Highly Urban	1994Q2
214882221	0	27août94	49	Private	36076684	$24520 	28août88	6	1	Sports Car	no	$0 	0	No	1	$0 		No	19mars53	41-60	41-60F	0	8		F	Yes	No	Lawyer	Masters	$380430 	15	Highly Urban	1994Q3
214927448	0	18septembre98	34	Commercial	13679277	$42010 	19septembre94	4	1	Panel Truck	yes	$6138 	1	No	8	$0 		No	07janvier41	41-60	41-60M	0	8	$77886 	M	Yes	No	Professional	Bachelors	$270550 	8	Urban	1998Q3
214961196	2	06février97	57	Private	34110410	$15500 	27janvier90	7	3	Sedan	no	$0 	0	Yes	0	$0 		No	13décembre60	25-40	25-40F	2	12	$29699 	F	Yes	No	Clerical	High School	$136999 	10	Urban	1997Q1
214961196	2	17février99	47	Private	60890200	$14810 	27janvier91	8	3	Sedan	no	$858 	2	No	0	$0 		No	14décembre58	25-40	25-40F	2	12		F	Yes	No	Clerical	<High School	$119431 	6	Highly Urban	1999Q1
214961196	2	25février95	67	Private	95744860	$18950 	27janvier89	6	3	SUV	no	$0 	0	No	0	$0 		No	14décembre56	41-60	41-60F	2	13	$30129 	F	Yes	No	Clerical	High School	$111591 	10	Highly Urban	1995Q1
214962763	0	15octobre93	51	Private	61768082	$10790 	18octobre81	12	1	Pickup	no	$0 	0	No	0	$0 		No	19décembre43	41-60	41-60M	0	14	$37930 	M	Yes	No	Manager	Bachelors	$190513 	10	Urban	1993Q4
215097189	0	27novembre93	37	Commercial	20058153	$19210 	29novembre87	6	1	Van	yes	$45254 	2	Yes	9	$2052 	13juin94	Yes	25octobre40	41-60	41-60M	0	13	$61159 	M	Yes	No		Masters	$208072 	13	Highly Urban	1993Q4
215187611	0	02mars96	57	Private	27779296	$28170 	04mars90	6	1	Sports Car	no	$0 	0	No	2	$0 		No	05mars63	25-40	25-40F	2	9	$57148 	F	No	Yes	Clerical	Bachelors	$0 	10	Highly Urban	1996Q1
215264531	2	09juin98	26	Commercial	29808265	$15410 	11juin91	7	1	Sedan	no	$0 	0	No	0	$0 		No	07mars59	25-40	25-40F	2	12	$88413 	F	Yes	No	Blue Collar	High School	$246706 	1	Rural	1998Q2
215337475	0	28octobre97	37	Commercial	41363634	$17810 	31octobre87	10	1	SUV	no	$0 	0	No	0	$0 		No	18juin61	25-40	25-40F	3	9	$48606 	F	Yes	No	Blue Collar	High School	$224500 	5	Highly Urban	1997Q4
215416482	0	24janvier95	5	Private	79768729	$11320 	24janvier95	1	1	Pickup	no	$0 	0	No	0	$0 		No	03juin47	41-60	41-60M	0	10	$46183 	M	Yes	No	Home Maker	PhD	$188378 	18	Urban	1995Q1
21552127	0	19juin98	5	Private	96520283	$25000 	20juin94	4	1	SUV	no	$3685 	3	No	0	$2175 	21juin98	Yes	16juillet65	25-40	25-40F	0	3	$48292 	F	No	No	Blue Collar	<High School	$154000 		Highly Urban	1998Q2
215633551	0	06octobre96	41	Private	99937762	$5600 	06octobre96	1	1	Pickup	no	$0 	0	No	0	$0 		No	15mai58	41-60	41-60M	0	7	$6256 	M	No	No	Student	High School	$0 	7	Rural	1996Q4
215701512	0	24novembre94	32	Commercial	15570499	$12030 	05décembre84	10	2	Pickup	no	$29205 	3	Yes	0	$6686 	25février95	Yes	17janvier64	25-40	25-40M	0	10	$70274 	M	No	No		Masters	$0 	13	Highly Urban	1994Q4
215770981	0	13mars94	32	Commercial	48341044	$1670 	13mars94	1	1	Sports Car	no	$0 	0	No	2	$0 		No	28octobre46	41-60	41-60F	0	11	$108233 	F	Yes	No	Blue Collar	High School	$290195 	7	Urban	1994Q1
215784347	0	05avril98	25	Private	18869059	$4600 	06avril92	6	1	Sports Car	no	$0 	0	Yes	1	$0 		No	26mai68	25-40	25-40F	1	11	$51982 	F	No	Yes	Clerical	Bachelors	$165805 	3	Rural	1998Q2
21582374	0	20juin96	27	Private	80021491	$19710 	16juin96	1	2	Sports Car	no	$49380 	1	No	0	$2012 	24février97	Yes	26juin57	41-60	41-60F	0	10	$60522 	F	No	No	Clerical	High School	$0 	7	Highly Rural	1996Q2
21582374	0	10mai97	59	Private	97058964	$15550 	19juin86	11	2	SUV	no	$0 	0	No	0	$0 		No	26juin56	41-60	41-60F	0	10	$75544 	F	No	No	Clerical	Bachelors	$0 		Highly Urban	1997Q2
215898178	0	20mars95	22	Commercial	49562031	$29050 	28mars89	6	4	Panel Truck	no	$0 	0	No	2	$0 		No	17octobre65	25-40	25-40M	1	9	$26128 	M	Yes	No	Blue Collar	<High School	$140038 	9	Highly Urban	1995Q1
215898178	0	27juin98	34	Commercial	81314841	$7300 	28août94	4	4	Pickup	no	$4717 	3	No	0	$30 	02avril99	Yes	18octobre61	25-40	25-40M	0	8	$62177 	M	Yes	No	Blue Collar	High School	$178852 	8	Highly Urban	1998Q2
215898178	0	11juillet98	34	Private	98650080	$4110 	27août98	1	4	Sedan	no	$0 	0	Yes	0	$5484 	03décembre98	Yes	18octobre61	25-40	25-40M	0	8	$62177 	M	Yes	No	Blue Collar	High School	$178852 	8	Highly Urban	1998Q3
216284033	0	25octobre93	46	Private	16995773	$20960 	28octobre81	12	1	SUV	no	$0 	0	No	0	$0 		No	05mars50	41-60	41-60F	0	12	$75311 	F	Yes	No	Lawyer	Masters	$324126 	14	Urban	1993Q4
216527481	0	06octobre95	61	Private	67519192	$8560 	06octobre95	1	1	SUV	no	$0 	0	No	0	$0 		No	11novembre56	41-60	41-60F	2	7	$5352 	F	Yes	No	Home Maker	High School	$60715 	10	Highly Rural	1995Q4
216600666	0	26septembre97	32	Private	75318523	$21870 	29septembre85	12	1	Sedan	no	$0 	0	No	5	$0 		No	18décembre48	41-60	41-60M	0	13	$81614 	M	No	No	Lawyer	Masters	$0 	16	Urban	1997Q3
216624096	0	22mai95	36	Private	86164647	$5800 	27avril80	15	2	Sports Car	no	$0 	0	No	5	$0 		No	07septembre56	41-60	41-60F	0	12	$115221 	F	Yes	No	Lawyer	Masters	$308209 		Urban	1995Q2
216677472	0	06août97	37	Private	71707735	$13630 	07août94	3	1	Sedan	yes	$0 	0	No	0	$0 		No	05janvier63	25-40	25-40M	3	12	$62893 	M	No	Yes	Lawyer	Masters	$0 	17	Urban	1997Q3
216745844	0	28mars99	12	Private	33000535	$9490 	29mars95	4	1	Sports Car	no	$0 	0	No	0	$0 		No	16novembre66	25-40	25-40F	1	9	$46867 	F	No	Yes	Clerical	Bachelors	$0 	15	Highly Rural	1999Q1
216924361	0	15juillet95	29	Private	41560597	$16240 	19juillet76	19	1	Sedan	no	$0 	0	No	0	$0 		No	05juillet63	25-40	25-40F	0	12	$111446 	F	No	No	Manager	Bachelors	$0 	5	Urban	1995Q3
217015750	0	04juin98	48	Private	97282638	$15240 	06juin88	10	1	Sports Car	no	$0 	0	No	3	$0 		No	10juillet37	>60	>60F	0	14	$75381 	F	Yes	No	Manager	Masters	$243941 	15	Urban	1998Q2
217188837	0	08avril94	47	Private	78874478	$12430 	10avril84	10	1	Sedan	yes	$0 	0	No	0	$0 		No	09février53	41-60	41-60M	0	7	$100251 	M	Yes	No	Manager	High School	$316455 	1	Urban	1994Q2
21748822	0	20février94	42	Commercial	27047784	$16320 	07février88	6	2	Van	yes	$0 	0	No	3	$0 		No	30mai66	25-40	25-40F	1	10	$42225 	F	No	Yes	Blue Collar	High School	$161986 	1	Highly Urban	1994Q1
21748822	0	11février96	5	Commercial	33948656	$27030 	13mars90	6	2	SUV	no	$5068 	1	No	2	$0 		No	30mai64	25-40	25-40M	0	10	$44839 	M	Yes	No	Clerical	High School	$195156 	1	Rural	1996Q1
217535280	0	23septembre96	5	Private	27819274	$15960 	24octobre92	4	2	Sedan	no	$19115 	2	Yes	3	$3455 	21février97	Yes	05mars63	25-40	25-40M	0	11	$39786 	M	No	No	Manager	High School	$0 	1	Urban	1996Q3
217535280	0	06novembre97	8	Commercial	85456960	$24660 	25octobre90	7	2	Panel Truck	yes	$1511 	3	No	4	$0 		No	05mars62	25-40	25-40M	0	11	$43711 	M	No	No	Professional	High School	$0 	10	Highly Urban	1997Q4
217573941	0	15février98	43	Private	36900921	$14430 	10février98	1	2	Sedan	no	$0 	0	No	0	$0 		No	02février58	41-60	41-60M	0	7	$20766 	M	Yes	No	Blue Collar	<High School	$119899 	1	Urban	1998Q1
217592768	0	09octobre98	20	Private	88905358	$27740 	10octobre94	4	1	Pickup	no	$0 	0	No	0	$0 		No	21mars43	41-60	41-60F	0	12	$17546 	F	No	No	Home Maker	Bachelors	$0 	7	Rural	1998Q4
217656831	0	28octobre93	42	Commercial	25703191	$27990 	28octobre93	1	1	Sedan	no	$0 	0	No	0	$0 		No	09mars38	>60	>60M	0	14	$203920 	M	Yes	No	Blue Collar	High School	$488199 	9	Rural	1993Q4
217665178	0	23juin96	44	Private	95507804	$14670 	25juin90	6	1	SUV	no	$0 	0	No	0	$0 		No	18décembre49	41-60	41-60F	0	10	$82749 	F	Yes	No	Manager	Masters	$279333 	21	Urban	1996Q2
217804427	0	16avril99	30	Private	61583378	$12410 	16avril99	1	1	SUV	no	$0 	0	No	0	$0 		No	23avril63	25-40	25-40F	3	14	$27012 	F	Yes	No	Clerical	High School	$127689 	9	Rural	1999Q2
217828974	0	02juin94	62	Commercial	43469061	$40180 	14juillet94	1	2	Panel Truck	no	$0 	0	No	0	$0 		No	03mars48	41-60	41-60F	0	8	$185019 	F	Yes	No	Professional	Masters	$454107 	15	Highly Urban	1994Q2
218053322	1	29décembre93	23	Commercial	13425991	$7200 	30décembre89	4	1	Pickup	yes	$5040 	2	No	0	$4389 	05août94	Yes	25novembre41	41-60	41-60M	1	14	$41645 	M	Yes	No	Professional	High School	$160772 	5	Highly Urban	1993Q4
21806232	2	26mars94	49	Private	34400691	$20490 	09mars89	5	2	Sedan	no	$0 	0	No	0	$0 		No	21décembre47	41-60	41-60F	0	13	$54307 	F	Yes	No	Blue Collar	High School	$216808 	1	Highly Urban	1994Q1
21806232	0	07avril99	38	Commercial	45595695	$27530 	15avril88	11	2	Pickup	no	$7557 	3	No	0	$0 		No	22décembre42	41-60	41-60F	2	11	$133949 	F	Yes	No	Professional	Bachelors	$360770 	1	Rural	1999Q2
218091133	0	06juin94	43	Private	8854941	$11570 	07juin88	6	1	SUV	no	$8190 	2	No	5	$0 		No	26décembre62	25-40	25-40F	0	9	$64677 	F	No	No	Lawyer	Masters	$0 	23	Urban	1994Q2
218098391	0	10juillet94	8	Private	42200016	$29850 	11juillet88	6	1	Pickup	no	$0 	0	No	2	$0 		No	01mars41	41-60	41-60F	1	17	$52953 	F	Yes	No	Manager	Masters	$249239 	9	Urban	1994Q3
218583141	0	30août96	38	Private	19954093	$7960 	11juillet89	7	2	Sports Car	no	$5002 	1	No	0	$7939 	31janvier97	Yes	01janvier64	25-40	25-40F	0	8	$20950 	F	No	No	Clerical	High School	$129612 	1	Highly Urban	1996Q3
218583141	0	04août97	29	Private	90511270	$5000 	12juillet84	13	2	Sports Car	no	$0 	0	Yes	0	$13607 	27mai98	Yes	01janvier63	25-40	25-40F	0	8	$28591 	F	No	No	Clerical	High School	$0 	1	Urban	1997Q3
218585066	0	01août98	19	Commercial	50446580	$17750 	01août98	1	1	Van	yes	$4640 	3	No	4	$4577 	30août98	Yes	02septembre74	25-40	25-40M	3	15	$75385 	M	Yes	No	Blue Collar	Bachelors	$254055 	8	Urban	1998Q3
218657620	0	04décembre97	34	Commercial	12027996	$24060 	01novembre87	10	2	Panel Truck	yes	$0 	0	No	0	$0 		No	08mai60	25-40	25-40M	0	13	$49194 	M	Yes	No	Manager	High School	$126703 	7	Urban	1997Q4
21872625	0	20mai97	5	Private	39337635	$19540 	24mai83	14	1	Sedan	no	$0 	0	No	0	$0 		No	29novembre25	>60	>60M	3		$116520 	M	Yes	No	Doctor	PhD	$362060 	21	Highly Urban	1997Q2
218809852	0	03avril95	61	Private	50597494	$9500 	23mai95	1	2	SUV	no	$31664 	2	Yes	3	$5685 	24juillet95	Yes	08juillet51	41-60	41-60F	0	10	$23588 	F	Yes	No	Clerical	High School	$174929 	7	Highly Urban	1995Q2
218957407	0	14août96	40	Private	62008489	$17610 	04septembre92	4	2	SUV	yes	$1194 	3	No	1	$0 		No	07juillet33	>60	>60M	0	17	$102485 	M	Yes	No	Manager	Masters	$345449 	12	Urban	1996Q3
219393180	0	01janvier99	9	Private	75644058	$17970 	04janvier88	11	1	Sedan	no	$3381 	1	No	7	$0 		No	01décembre60	25-40	25-40F	0	13	$126747 	F	Yes	No	Professional	PhD	$311195 	22	Highly Urban	1999Q1
219754330	0	27mars95	47	Commercial	94722438	$17690 	28mars91	4	1	Van	yes	$0 	0	No	2	$4164 	17avril95	Yes	16novembre51	41-60	41-60M	0	14		M	No	No	Blue Collar	Bachelors	$308646 	8	Highly Urban	1995Q1
220218421	0	31août93	44	Private	14531097	$5800 	02septembre87	6	1	Sports Car	no	$4959 	1	No	3	$1438 	27octobre93	Yes	26novembre55	41-60	41-60F	2	0	$0 	F	Yes	No	Home Maker	<High School	$117111 	6	Highly Urban	1993Q3
220259253	0	23août96	46	Commercial	13126470	$3800 	08septembre96	1	2	Sedan	yes	$30922 	2	Yes	6	$1749 	15mai97	Yes	17décembre76	16-24	16-24M	0	10	$5442 	M	Yes	No	Student	Bachelors	$0 	1	Highly Urban	1996Q3
220274036	0	11février94	24	Private	42430981	$3830 	14février83	11	1	SUV	yes	$5071 	3	No	0	$0 		No	06juillet37	>60	>60M	0	10	$23288 	M	No	No	Clerical	<High School		1	Urban	1994Q1
220428196	0	10novembre96	45	Commercial	61261969	$10330 	12novembre89	7	1	Pickup	no	$0 	0	Yes	2	$4790 	18février97	Yes	17décembre69	25-40	25-40M	1	14	$51724 	M	Yes	No	Professional	High School	$148689 	1	Highly Urban	1996Q4
220509569	1	24janvier94	36	Commercial	69964622	$8770 	09février90	4	2	Pickup	no	$0 	0	No	4	$2144 	05avril94	Yes	17mars62	25-40	25-40M	2	13	$35718 	M	Yes	No	Blue Collar	High School	$145487 	1	Highly Urban	1994Q1
220518053	2	17décembre93	52	Commercial	25201082	$35960 	17janvier81	13	5	Van	no	$0 	0	No	3	$0 		No	12juillet58	41-60	41-60F	2	10	$62840 	F	Yes	No		PhD	$220786 	12	Urban	1993Q4
220536762	0	07mai99	45	Commercial	4433107	$8530 	08mai95	4	1	Pickup	yes	$3710 	3	No	7	$2316 	10novembre99	Yes	07septembre57	41-60	41-60M	0	13	$28341 	M	Yes	No	Clerical	<High School	$124838 	1	Highly Urban	1999Q2
220614099	0	20janvier97	7	Private	75631752	$14020 	30janvier90	7	2	SUV	no	$0 	0	Yes	0	$0 		No	19mars43	41-60	41-60F	0	13	$69152 	F	No	No	Professional	Bachelors	$250572 	14	Urban	1997Q1
220618661	0	29mai93	72	Private	52948408	$7690 	30mai89	4	1	SUV	no	$4832 	2	No	0	$0 		No	18octobre50	41-60	41-60F	0	7	$67026 	F	No	No	Manager	Masters	$239518 	19	Urban	1993Q2
220752009	0	24octobre95	33	Commercial	24105257	$18870 	27octobre82	13	1	Van	no	$40521 	2	Yes	5	$0 		No	22mars66	25-40	25-40M	5	10		M	Yes	No	Blue Collar	High School	$262750 	1	Urban	1995Q4
220848640	0	30mars97	32	Commercial	79567166	$24180 	02avril87	10	1	Panel Truck	yes	$19709 	3	Yes	0	$3822 	12juin97	Yes	26février46	41-60	41-60M	0	13	$61486 	M	No	No	Blue Collar	Bachelors	$0 	10	Highly Urban	1997Q1
220914247	0	08mai98	36	Private	8228891	$9180 	08mai98	1	1	SUV	no	$2933 	2	No	8	$5835 	06février99	Yes	06octobre42	41-60	41-60F	1	0	$0 	F	Yes	No	Home Maker	<High School	$83843 	1	Highly Urban	1998Q2
220926243	0	18août97	35	Commercial	22166689	$13440 	13août87	10	2	Pickup	no	$5093 	2	No	8	$5836 	01septembre97	Yes	06avril63	25-40	25-40F	0	0	$0 	F	No	No	Student	<High School	$0 	1	Highly Urban	1997Q3
220967341	0	21février95	47	Private	4037580	$13700 	22février89	6	1	Sedan	yes	$6183 	3	No	3	$0 		No	27octobre44	41-60	41-60M	0	14	$66964 	M	No	No	Lawyer	Masters	$0 	18	Urban	1995Q1
220992588	0	16décembre98	33	Commercial	56426297	$25420 	17décembre94	4	1	Pickup	no	$0 	0	No	0	$0 		No	08juillet58	41-60	41-60F	0	14	$66405 	F	Yes	No	Professional	Bachelors	$222434 	16	Urban	1998Q4
221114276	0	11décembre94	5	Private	93217622	$26030 	15novembre77	17	2	Sedan	no	$0 	0	No	0	$0 		No	18juin66	25-40	25-40M	3	13	$86861 	M	No	Yes	Manager	Masters	$253088 	8	Urban	1994Q4
